level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2110	1862	-1	
2	1	1	0	0	0	0	807	73	39	-1	
3	1	1	1	0	0	0	807	73	39	-1	
4	1	1	1	1	0	0	807	73	39	-1	
5	1	1	1	1	1	0	807	73	39	49.375191	OR
2	1	2	0	0	0	135	947	223	39	-1	
3	1	2	1	0	0	135	947	223	39	-1	
4	1	2	1	1	0	135	947	223	39	-1	
5	1	2	1	1	1	135	947	223	39	92.375999	LEASABLE
2	1	3	0	0	0	575	1236	519	60	-1	
3	1	3	1	0	0	575	1236	519	60	-1	
4	1	3	1	1	0	575	1236	519	60	-1	
5	1	3	1	1	1	575	1236	406	60	92.011940	JOB-DRAWING
5	1	3	1	1	2	1009	1237	85	47	96.649803	No.
