level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2226	1966	-1	
2	1	1	0	0	0	0	306	21	24	-1	
3	1	1	1	0	0	0	306	21	24	-1	
4	1	1	1	1	0	0	306	21	24	-1	
5	1	1	1	1	1	0	306	21	24	88.944099	5
2	1	2	0	0	0	76	306	51	24	-1	
3	1	2	1	0	0	76	306	51	24	-1	
4	1	2	1	1	0	76	306	51	24	-1	
5	1	2	1	1	1	76	306	51	24	96.968719	046
2	1	3	0	0	0	216	306	50	24	-1	
3	1	3	1	0	0	216	306	50	24	-1	
4	1	3	1	1	0	216	306	50	24	-1	
5	1	3	1	1	1	216	306	50	24	96.871315	047
2	1	4	0	0	0	345	306	50	24	-1	
3	1	4	1	0	0	345	306	50	24	-1	
4	1	4	1	1	0	345	306	50	24	-1	
5	1	4	1	1	1	345	306	50	24	96.940941	048
2	1	5	0	0	0	461	306	51	24	-1	
3	1	5	1	0	0	461	306	51	24	-1	
4	1	5	1	1	0	461	306	51	24	-1	
5	1	5	1	1	1	461	306	51	24	96.876091	049
2	1	6	0	0	0	564	306	51	24	-1	
3	1	6	1	0	0	564	306	51	24	-1	
4	1	6	1	1	0	564	306	51	24	-1	
5	1	6	1	1	1	564	306	51	24	96.943764	050
2	1	7	0	0	0	678	306	50	24	-1	
3	1	7	1	0	0	678	306	50	24	-1	
4	1	7	1	1	0	678	306	50	24	-1	
5	1	7	1	1	1	678	306	50	24	96.852348	051
2	1	8	0	0	0	776	306	50	24	-1	
3	1	8	1	0	0	776	306	50	24	-1	
4	1	8	1	1	0	776	306	50	24	-1	
5	1	8	1	1	1	776	306	50	24	96.976326	052
2	1	9	0	0	0	896	306	50	24	-1	
3	1	9	1	0	0	896	306	50	24	-1	
4	1	9	1	1	0	896	306	50	24	-1	
5	1	9	1	1	1	896	306	50	24	96.759453	053
2	1	10	0	0	0	1029	306	51	24	-1	
3	1	10	1	0	0	1029	306	51	24	-1	
4	1	10	1	1	0	1029	306	51	24	-1	
5	1	10	1	1	1	1029	306	51	24	96.903290	054
2	1	11	0	0	0	1768	306	51	24	-1	
3	1	11	1	0	0	1768	306	51	24	-1	
4	1	11	1	1	0	1768	306	51	24	-1	
5	1	11	1	1	1	1768	306	51	24	96.864876	016
2	1	12	0	0	0	1942	306	144	24	-1	
3	1	12	1	0	0	1942	306	144	24	-1	
4	1	12	1	1	0	1942	306	144	24	-1	
5	1	12	1	1	1	1942	306	50	24	96.464699	017
5	1	12	1	1	2	1999	302	25	41	64.353554	|]
5	1	12	1	1	3	2035	306	51	24	95.755531	018
2	1	13	0	0	0	2144	306	51	24	-1	
3	1	13	1	0	0	2144	306	51	24	-1	
4	1	13	1	1	0	2144	306	51	24	-1	
5	1	13	1	1	1	2144	306	51	24	96.697601	019
2	1	14	0	0	0	442	399	12	7	-1	
3	1	14	1	0	0	442	399	12	7	-1	
4	1	14	1	1	0	442	399	12	7	-1	
5	1	14	1	1	1	442	399	12	7	49.632687	a
2	1	15	0	0	0	1017	399	25	7	-1	
3	1	15	1	0	0	1017	399	25	7	-1	
4	1	15	1	1	0	1017	399	25	7	-1	
5	1	15	1	1	1	1017	399	25	7	64.830681	en
2	1	16	0	0	0	1753	395	77	9	-1	
3	1	16	1	0	0	1753	395	77	9	-1	
4	1	16	1	1	0	1753	395	77	9	-1	
5	1	16	1	1	1	1753	395	77	9	1.879807	WEA
2	1	17	0	0	0	1926	395	75	9	-1	
3	1	17	1	0	0	1926	395	75	9	-1	
4	1	17	1	1	0	1926	395	75	9	-1	
5	1	17	1	1	1	1926	395	16	9	42.001274	ara
5	1	17	1	1	2	1965	395	36	9	0.000000	a.com
2	1	18	0	0	0	2023	395	77	9	-1	
3	1	18	1	0	0	2023	395	77	9	-1	
4	1	18	1	1	0	2023	395	77	9	-1	
5	1	18	1	1	1	2023	395	25	9	37.902737	AACA:
5	1	18	1	1	2	2059	395	41	9	57.382946	10.289
2	1	19	0	0	0	2129	395	77	9	-1	
3	1	19	1	0	0	2129	395	77	9	-1	
4	1	19	1	1	0	2129	395	77	9	-1	
5	1	19	1	1	1	2129	395	25	9	23.324257	WEA:
5	1	19	1	1	2	2164	395	42	9	14.334488	700000
2	1	20	0	0	0	8	398	14	9	-1	
3	1	20	1	0	0	8	398	14	9	-1	
4	1	20	1	1	0	8	398	14	9	-1	
5	1	20	1	1	1	8	398	14	9	13.405869	oo
2	1	21	0	0	0	58	398	77	9	-1	
3	1	21	1	0	0	58	398	77	9	-1	
4	1	21	1	1	0	58	398	77	9	-1	
5	1	21	1	1	1	58	398	25	8	13.135162	AeA
5	1	21	1	1	2	93	398	42	9	24.112862	DOME
2	1	22	0	0	0	189	398	39	9	-1	
3	1	22	1	0	0	189	398	39	9	-1	
4	1	22	1	1	0	189	398	39	9	-1	
5	1	22	1	1	1	189	398	39	9	13.724274	wen
2	1	23	0	0	0	261	398	5	9	-1	
3	1	23	1	0	0	261	398	5	9	-1	
4	1	23	1	1	0	261	398	5	9	-1	
5	1	23	1	1	1	261	398	5	9	0.000000	n
2	1	24	0	0	0	321	398	77	9	-1	
3	1	24	1	0	0	321	398	77	9	-1	
4	1	24	1	1	0	321	398	77	9	-1	
5	1	24	1	1	1	321	399	25	7	26.953743	whee
5	1	24	1	1	2	355	398	43	9	30.960602	COD
2	1	25	0	0	0	506	399	64	8	-1	
3	1	25	1	0	0	506	399	64	8	-1	
4	1	25	1	1	0	506	399	64	8	-1	
5	1	25	1	1	1	506	399	12	8	31.487000	v2
5	1	25	1	1	2	527	388	13	28	36.898838	[I]
5	1	25	1	1	3	545	399	25	7	36.222755	nen
2	1	26	0	0	0	617	398	5	9	-1	
3	1	26	1	0	0	617	398	5	9	-1	
4	1	26	1	1	0	617	398	5	9	-1	
5	1	26	1	1	1	617	398	5	9	87.351349	2
2	1	27	0	0	0	652	398	77	9	-1	
3	1	27	1	0	0	652	398	77	9	-1	
4	1	27	1	1	0	652	398	77	9	-1	
5	1	27	1	1	1	652	398	25	8	29.203506	ANA
5	1	27	1	1	2	687	399	42	8	19.865509	Dee
2	1	28	0	0	0	761	398	77	9	-1	
3	1	28	1	0	0	761	398	77	9	-1	
4	1	28	1	1	0	761	398	77	9	-1	
5	1	28	1	1	1	761	399	25	7	42.114609	whee
5	1	28	1	1	2	795	398	43	9	39.404709	COME
2	1	29	0	0	0	881	398	77	9	-1	
3	1	29	1	0	0	881	398	77	9	-1	
4	1	29	1	1	0	881	398	77	9	-1	
5	1	29	1	1	1	881	398	16	8	0.000000	ahER
5	1	29	1	1	2	915	398	43	9	0.000000	A002
2	1	30	0	0	0	1081	398	13	9	-1	
3	1	30	1	0	0	1081	398	13	9	-1	
4	1	30	1	1	0	1081	398	13	9	-1	
5	1	30	1	1	1	1081	398	13	9	37.192005	a
2	1	31	0	0	0	2112	462	5	69	-1	
3	1	31	1	0	0	2112	462	5	69	-1	
4	1	31	1	1	0	2112	462	5	69	-1	
5	1	31	1	1	1	2112	462	5	69	93.059708	|
2	1	32	0	0	0	313	577	191	13	-1	
3	1	32	1	0	0	313	577	191	13	-1	
4	1	32	1	1	0	313	577	191	13	-1	
5	1	32	1	1	1	313	577	77	13	93.920013	CORRIDOR
5	1	32	1	1	2	401	577	31	13	88.332413	3.00
5	1	32	1	1	3	438	577	11	12	52.978889	M
5	1	32	1	1	4	455	577	49	13	91.936661	WIDTH
2	1	33	0	0	0	1387	579	169	13	-1	
3	1	33	1	0	0	1387	579	169	13	-1	
4	1	33	1	1	0	1387	579	169	13	-1	
5	1	33	1	1	1	1387	579	55	13	94.394165	BRIDGE
5	1	33	1	1	2	1453	579	31	13	88.187469	3.00
5	1	33	1	1	3	1490	579	11	12	88.187469	M
5	1	33	1	1	4	1507	579	49	13	95.902168	WIDTH
2	1	34	0	0	0	2125	709	19	17	-1	
3	1	34	1	0	0	2125	709	19	17	-1	
4	1	34	1	1	0	2125	709	19	17	-1	
5	1	34	1	1	1	2125	709	19	17	45.771160	i\
2	1	35	0	0	0	163	753	25	9	-1	
3	1	35	1	0	0	163	753	25	9	-1	
4	1	35	1	1	0	163	753	25	9	-1	
5	1	35	1	1	1	163	753	25	9	29.525208	anna
2	1	36	0	0	0	198	753	42	9	-1	
3	1	36	1	0	0	198	753	42	9	-1	
4	1	36	1	1	0	198	753	42	9	-1	
5	1	36	1	1	1	198	753	42	9	17.243576	we
2	1	37	0	0	0	321	753	77	9	-1	
3	1	37	1	0	0	321	753	77	9	-1	
4	1	37	1	1	0	321	753	77	9	-1	
5	1	37	1	1	1	321	753	25	9	16.214104	sath
5	1	37	1	1	2	355	754	43	8	4.885933	00ND
2	1	38	0	0	0	441	753	77	9	-1	
3	1	38	1	0	0	441	753	77	9	-1	
4	1	38	1	1	0	441	753	77	9	-1	
5	1	38	1	1	1	441	753	25	9	51.121731	AREA
5	1	38	1	1	2	477	754	41	8	45.978588	163300
2	1	39	0	0	0	545	753	184	9	-1	
3	1	39	1	0	0	545	753	184	9	-1	
4	1	39	1	1	0	545	753	184	9	-1	
5	1	39	1	1	1	545	754	25	8	42.349083	wen
5	1	39	1	1	2	580	753	42	9	59.673996	eo
5	1	39	1	1	3	629	743	17	28	0.000000	|l]
5	1	39	1	1	4	652	753	25	9	30.773865	sare
5	1	39	1	1	5	688	754	41	8	13.868706	score
2	1	40	0	0	0	761	753	77	9	-1	
3	1	40	1	0	0	761	753	77	9	-1	
4	1	40	1	1	0	761	753	77	9	-1	
5	1	40	1	1	1	761	753	24	8	0.000000	MaTh
5	1	40	1	1	2	801	754	37	8	0.000000	S60OMD
2	1	41	0	0	0	881	753	77	9	-1	
3	1	41	1	0	0	881	753	77	9	-1	
4	1	41	1	1	0	881	753	77	9	-1	
5	1	41	1	1	1	881	753	25	9	31.226845	woh
5	1	41	1	1	2	915	754	43	8	0.000000	200MD
2	1	42	0	0	0	1017	753	77	9	-1	
3	1	42	1	0	0	1017	753	77	9	-1	
4	1	42	1	1	0	1017	753	77	9	-1	
5	1	42	1	1	1	1017	753	25	9	24.891327	Wen
5	1	42	1	1	2	1052	753	42	9	54.491920	709000
2	1	43	0	0	0	1191	754	77	8	-1	
3	1	43	1	0	0	1191	754	77	8	-1	
4	1	43	1	1	0	1191	754	77	8	-1	
5	1	43	1	1	1	1191	754	25	8	24.853584	ware
5	1	43	1	1	2	1226	754	42	8	0.000000	YSCOMD
2	1	44	0	0	0	1743	753	77	9	-1	
3	1	44	1	0	0	1743	753	77	9	-1	
4	1	44	1	1	0	1743	753	77	9	-1	
5	1	44	1	1	1	1743	753	25	9	7.682648	(ara
5	1	44	1	1	2	1779	753	41	9	42.387005	Ae
2	1	45	0	0	0	1925	753	77	9	-1	
3	1	45	1	0	0	1925	753	77	9	-1	
4	1	45	1	1	0	1925	753	77	9	-1	
5	1	45	1	1	1	1925	754	25	8	15.695381	es
5	1	45	1	1	2	1974	753	28	9	0.000000	0D
2	1	46	0	0	0	2139	791	77	9	-1	
3	1	46	1	0	0	2139	791	77	9	-1	
4	1	46	1	1	0	2139	791	77	9	-1	
5	1	46	1	1	1	2139	791	25	8	37.359131	Anta:
5	1	46	1	1	2	2174	791	42	9	18.143982	30.002
2	1	47	0	0	0	182	811	51	24	-1	
3	1	47	1	0	0	182	811	51	24	-1	
4	1	47	1	1	0	182	811	51	24	-1	
5	1	47	1	1	1	182	811	51	24	96.062805	064
2	1	48	0	0	0	346	811	50	24	-1	
3	1	48	1	0	0	346	811	50	24	-1	
4	1	48	1	1	0	346	811	50	24	-1	
