level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2226	1862	-1	
2	1	1	0	0	0	375	777	583	37	-1	
3	1	1	1	0	0	375	777	583	37	-1	
4	1	1	1	1	0	375	777	583	37	-1	
5	1	1	1	1	1	375	778	283	36	96.623146	AMENDMENT
5	1	1	1	1	2	675	777	283	37	96.232750	DESCRIPTION
2	1	2	0	0	0	1481	778	110	36	-1	
3	1	2	1	0	0	1481	778	110	36	-1	
4	1	2	1	1	0	1481	778	110	36	-1	
5	1	2	1	1	1	1481	778	110	36	96.931847	DATE
2	1	3	0	0	0	1811	777	415	49	-1	
3	1	3	1	0	0	1811	777	415	49	-1	
4	1	3	1	1	0	1811	777	415	49	-1	
5	1	3	1	1	1	1811	777	275	49	93.261398	DRAWING
5	1	3	1	1	2	2109	778	117	48	92.123344	TITL
2	1	4	0	0	0	219	875	870	37	-1	
3	1	4	1	0	0	219	875	870	37	-1	
4	1	4	1	1	0	219	875	870	37	-1	
5	1	4	1	1	1	219	875	172	37	95.627579	MASTER
5	1	4	1	1	2	410	877	104	35	93.153801	PLAN
5	1	4	1	1	3	534	875	29	37	93.153801	&
5	1	4	1	1	4	579	875	360	37	96.352592	ARCHITECTURAL
5	1	4	1	1	5	957	875	132	37	96.415726	PLANS
2	1	5	0	0	0	1415	880	217	37	-1	
3	1	5	1	0	0	1415	880	217	37	-1	
4	1	5	1	1	0	1415	880	217	37	-1	
5	1	5	1	1	1	1415	880	217	37	91.217827	18-3-2026
2	1	6	0	0	0	1819	905	407	75	-1	
3	1	6	1	0	0	1819	905	407	75	-1	
4	1	6	1	1	0	1819	905	407	75	-1	
5	1	6	1	1	1	1819	905	240	75	93.246033	FIRST
5	1	6	1	1	2	2095	905	131	75	90.420258	FLC
2	1	7	0	0	0	219	969	870	37	-1	
3	1	7	1	0	0	219	969	870	37	-1	
4	1	7	1	1	0	219	969	870	37	-1	
5	1	7	1	1	1	219	969	172	37	96.701462	MASTER
5	1	7	1	1	2	410	970	104	36	93.119888	PLAN
5	1	7	1	1	3	534	969	29	37	93.119888	&
5	1	7	1	1	4	579	969	360	37	96.060509	ARCHITECTURAL
5	1	7	1	1	5	957	969	132	37	96.714256	PLANS
2	1	8	0	0	0	1414	974	218	37	-1	
3	1	8	1	0	0	1414	974	218	37	-1	
4	1	8	1	1	0	1414	974	218	37	-1	
5	1	8	1	1	1	1414	974	218	37	92.109627	29-3-2026
2	1	9	0	0	0	219	1057	870	37	-1	
3	1	9	1	0	0	219	1057	870	37	-1	
4	1	9	1	1	0	219	1057	870	37	-1	
5	1	9	1	1	1	219	1057	171	37	96.048828	MASTER
5	1	9	1	1	2	410	1057	104	36	93.027664	PLAN
5	1	9	1	1	3	534	1057	29	37	93.027664	&
5	1	9	1	1	4	579	1057	359	37	96.423653	ARCHITECTURAL
5	1	9	1	1	5	957	1057	132	37	96.351074	PLANS
2	1	10	0	0	0	1429	1061	189	37	-1	
3	1	10	1	0	0	1429	1061	189	37	-1	
4	1	10	1	1	0	1429	1061	189	37	-1	
5	1	10	1	1	1	1429	1061	189	37	96.556732	1-4-2026
2	1	11	0	0	0	219	1145	870	36	-1	
3	1	11	1	0	0	219	1145	870	36	-1	
4	1	11	1	1	0	219	1145	870	36	-1	
5	1	11	1	1	1	219	1145	171	36	96.663567	MASTER
