level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2110	1966	-1	
2	1	1	0	0	0	0	306	41	24	-1	
3	1	1	1	0	0	0	306	41	24	-1	
4	1	1	1	1	0	0	306	41	24	-1	
5	1	1	1	1	1	0	306	41	24	63.976917	124
2	1	2	0	0	0	105	306	50	24	-1	
3	1	2	1	0	0	105	306	50	24	-1	
4	1	2	1	1	0	105	306	50	24	-1	
5	1	2	1	1	1	105	306	50	24	91.903404	025
2	1	3	0	0	0	215	306	50	24	-1	
3	1	3	1	0	0	215	306	50	24	-1	
4	1	3	1	1	0	215	306	50	24	-1	
5	1	3	1	1	1	215	306	50	24	96.673660	026
2	1	4	0	0	0	326	306	50	24	-1	
3	1	4	1	0	0	326	306	50	24	-1	
4	1	4	1	1	0	326	306	50	24	-1	
5	1	4	1	1	1	326	306	50	24	96.804390	027
2	1	5	0	0	0	441	306	51	24	-1	
3	1	5	1	0	0	441	306	51	24	-1	
4	1	5	1	1	0	441	306	51	24	-1	
5	1	5	1	1	1	441	306	51	24	96.350143	028
2	1	6	0	0	0	590	306	50	24	-1	
3	1	6	1	0	0	590	306	50	24	-1	
4	1	6	1	1	0	590	306	50	24	-1	
5	1	6	1	1	1	590	306	50	24	96.445503	029
2	1	7	0	0	0	292	480	5	51	-1	
3	1	7	1	0	0	292	480	5	51	-1	
4	1	7	1	1	0	292	480	5	51	-1	
5	1	7	1	1	1	292	480	5	51	69.277588	|
2	1	8	0	0	0	54	674	5	47	-1	
3	1	8	1	0	0	54	674	5	47	-1	
4	1	8	1	1	0	54	674	5	47	-1	
5	1	8	1	1	1	54	674	5	47	54.910065	|
2	1	9	0	0	0	257	656	19	79	-1	
3	1	9	1	0	0	257	656	19	79	-1	
4	1	9	1	1	0	257	656	19	79	-1	
5	1	9	1	1	1	257	656	19	79	11.924072	)
2	1	10	0	0	0	430	743	25	9	-1	
3	1	10	1	0	0	430	743	25	9	-1	
4	1	10	1	1	0	430	743	25	9	-1	
5	1	10	1	1	1	430	743	25	9	0.000000	aoa
2	1	11	0	0	0	202	811	50	24	-1	
3	1	11	1	0	0	202	811	50	24	-1	
4	1	11	1	1	0	202	811	50	24	-1	
5	1	11	1	1	1	202	811	50	24	96.685722	003
2	1	12	0	0	0	439	811	50	24	-1	
3	1	12	1	0	0	439	811	50	24	-1	
4	1	12	1	1	0	439	811	50	24	-1	
5	1	12	1	1	1	439	811	50	24	96.752052	002
2	1	13	0	0	0	601	811	49	24	-1	
3	1	13	1	0	0	601	811	49	24	-1	
4	1	13	1	1	0	601	811	49	24	-1	
5	1	13	1	1	1	601	811	49	24	95.807297	001
2	1	14	0	0	0	54	880	5	71	-1	
3	1	14	1	0	0	54	880	5	71	-1	
4	1	14	1	1	0	54	880	5	71	-1	
5	1	14	1	1	1	54	880	5	71	90.436340	|
