level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2106	1966	-1	
2	1	1	0	0	0	1571	306	50	24	-1	
3	1	1	1	0	0	1571	306	50	24	-1	
4	1	1	1	1	0	1571	306	50	24	-1	
5	1	1	1	1	1	1571	306	50	24	96.565376	043
2	1	2	0	0	0	1705	306	51	24	-1	
3	1	2	1	0	0	1705	306	51	24	-1	
4	1	2	1	1	0	1705	306	51	24	-1	
5	1	2	1	1	1	1705	306	51	24	96.803658	044
2	1	3	0	0	0	1837	306	50	24	-1	
3	1	3	1	0	0	1837	306	50	24	-1	
4	1	3	1	1	0	1837	306	50	24	-1	
5	1	3	1	1	1	1837	306	50	24	94.596367	045
2	1	4	0	0	0	1942	306	50	24	-1	
3	1	4	1	0	0	1942	306	50	24	-1	
4	1	4	1	1	0	1942	306	50	24	-1	
5	1	4	1	1	1	1942	306	50	24	96.908844	046
2	1	5	0	0	0	2082	306	24	24	-1	
3	1	5	1	0	0	2082	306	24	24	-1	
4	1	5	1	1	0	2082	306	24	24	-1	
5	1	5	1	1	1	2082	306	24	24	77.802582	0¢
2	1	6	0	0	0	1396	361	50	24	-1	
3	1	6	1	0	0	1396	361	50	24	-1	
4	1	6	1	1	0	1396	361	50	24	-1	
5	1	6	1	1	1	1396	361	50	24	96.979507	042
2	1	7	0	0	0	1685	399	39	8	-1	
3	1	7	1	0	0	1685	399	39	8	-1	
4	1	7	1	1	0	1685	399	39	8	-1	
5	1	7	1	1	1	1685	399	39	8	16.233170	wea
2	1	8	0	0	0	2030	753	24	8	-1	
3	1	8	1	0	0	2030	753	24	8	-1	
4	1	8	1	1	0	2030	753	24	8	-1	
5	1	8	1	1	1	2030	753	24	8	25.131729	sare
2	1	9	0	0	0	2065	753	40	9	-1	
3	1	9	1	0	0	2065	753	40	9	-1	
4	1	9	1	1	0	2065	753	40	9	-1	
5	1	9	1	1	1	2065	753	40	9	46.579746	75800
2	1	10	0	0	0	1479	775	49	24	-1	
3	1	10	1	0	0	1479	775	49	24	-1	
4	1	10	1	1	0	1479	775	49	24	-1	
5	1	10	1	1	1	1479	775	49	24	96.461647	041
2	1	11	0	0	0	2048	811	51	24	-1	
3	1	11	1	0	0	2048	811	51	24	-1	
4	1	11	1	1	0	2048	811	51	24	-1	
5	1	11	1	1	1	2048	811	51	24	96.062805	064
2	1	12	0	0	0	1479	913	24	9	-1	
3	1	12	1	0	0	1479	913	24	9	-1	
4	1	12	1	1	0	1479	913	24	9	-1	
5	1	12	1	1	1	1479	913	24	9	76.672264	ture
2	1	13	0	0	0	1566	913	50	9	-1	
3	1	13	1	0	0	1566	913	50	9	-1	
4	1	13	1	1	0	1566	913	50	9	-1	
5	1	13	1	1	1	1566	913	50	9	52.321060	stmaces
2	1	14	0	0	0	1506	900	46	79	-1	
3	1	14	1	0	0	1506	900	46	79	-1	
4	1	14	1	1	0	1506	900	46	79	-1	
5	1	14	1	1	1	1506	900	46	79	87.801483	A
2	1	15	0	0	0	1590	925	65	54	-1	
3	1	15	1	0	0	1590	925	65	54	-1	
4	1	15	1	1	0	1590	925	65	54	-1	
5	1	15	1	1	1	1590	925	65	54	47.933792	fall
2	1	16	0	0	0	1558	1129	45	7	-1	
3	1	16	1	0	0	1558	1129	45	7	-1	
4	1	16	1	1	0	1558	1129	45	7	-1	
5	1	16	1	1	1	1558	1117	22	28	15.191589	AN
2	1	17	0	0	0	1712	1123	51	24	-1	
3	1	17	1	0	0	1712	1123	51	24	-1	
4	1	17	1	1	0	1712	1123	51	24	-1	
5	1	17	1	1	1	1712	1123	51	24	96.933914	040
2	1	18	0	0	0	1557	1343	18	8	-1	
3	1	18	1	0	0	1557	1343	18	8	-1	
4	1	18	1	1	0	1557	1343	18	8	-1	
5	1	18	1	1	1	1557	1343	18	8	51.648449	wes
2	1	19	0	0	0	1621	1343	12	9	-1	
3	1	19	1	0	0	1621	1343	12	9	-1	
4	1	19	1	1	0	1621	1343	12	9	-1	
5	1	19	1	1	1	1621	1343	12	9	43.406601	vo
2	1	20	0	0	0	1712	1342	51	24	-1	
3	1	20	1	0	0	1712	1342	51	24	-1	
4	1	20	1	1	0	1712	1342	51	24	-1	
5	1	20	1	1	1	1712	1342	51	24	96.923706	039
2	1	21	0	0	0	1557	1585	77	9	-1	
3	1	21	1	0	0	1557	1585	77	9	-1	
4	1	21	1	1	0	1557	1585	77	9	-1	
5	1	21	1	1	1	1557	1585	25	9	30.421005	WEA
5	1	21	1	1	2	1608	1586	26	8	37.150158	WD
2	1	22	0	0	0	1712	1569	50	25	-1	
3	1	22	1	0	0	1712	1569	50	25	-1	
4	1	22	1	1	0	1712	1569	50	25	-1	
5	1	22	1	1	1	1712	1569	50	25	96.749794	038
2	1	23	0	0	0	1557	1811	77	9	-1	
3	1	23	1	0	0	1557	1811	77	9	-1	
4	1	23	1	1	0	1557	1811	77	9	-1	
5	1	23	1	1	1	1557	1811	25	9	58.239674	MOA:
5	1	23	1	1	2	1591	1811	43	9	35.681969	C992
2	1	24	0	0	0	1712	1800	50	24	-1	
3	1	24	1	0	0	1712	1800	50	24	-1	
4	1	24	1	1	0	1712	1800	50	24	-1	
5	1	24	1	1	1	1712	1800	50	24	96.879272	037
