level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2226	1966	-1	
2	1	1	0	0	0	0	285	33	8	-1	
3	1	1	1	0	0	0	285	33	8	-1	
4	1	1	1	1	0	0	285	33	8	-1	
5	1	1	1	1	1	0	285	33	8	19.596596	tee
2	1	2	0	0	0	1574	285	77	9	-1	
3	1	2	1	0	0	1574	285	77	9	-1	
4	1	2	1	1	0	1574	285	77	9	-1	
5	1	2	1	1	1	1574	285	25	9	5.761032	ANA
5	1	2	1	1	2	1609	285	42	9	17.898216	BONE
2	1	3	0	0	0	1814	285	71	9	-1	
3	1	3	1	0	0	1814	285	71	9	-1	
4	1	3	1	1	0	1814	285	71	9	-1	
5	1	3	1	1	1	1814	285	25	9	57.201218	ANA
5	1	3	1	1	2	1848	285	37	8	13.381416	SO
2	1	4	0	0	0	1980	285	77	9	-1	
3	1	4	1	0	0	1980	285	77	9	-1	
4	1	4	1	1	0	1980	285	77	9	-1	
5	1	4	1	1	1	1980	285	25	9	0.000000	ANA
5	1	4	1	1	2	2015	285	42	9	28.604935	ZONE
2	1	5	0	0	0	1242	255	78	65	-1	
3	1	5	1	0	0	1242	255	78	65	-1	
4	1	5	1	1	0	1242	255	78	65	-1	
5	1	5	1	1	1	1242	255	78	65	33.478806	id
2	1	6	0	0	0	3	352	31	24	-1	
3	1	6	1	0	0	3	352	31	24	-1	
4	1	6	1	1	0	3	352	31	24	-1	
5	1	6	1	1	1	3	352	31	24	55.612251	ll
2	1	7	0	0	0	89	351	50	25	-1	
3	1	7	1	0	0	89	351	50	25	-1	
4	1	7	1	1	0	89	351	50	25	-1	
5	1	7	1	1	1	89	351	50	25	96.635124	012
2	1	8	0	0	0	194	351	50	25	-1	
3	1	8	1	0	0	194	351	50	25	-1	
4	1	8	1	1	0	194	351	50	25	-1	
5	1	8	1	1	1	194	351	50	25	96.866806	013
2	1	9	0	0	0	305	351	51	25	-1	
3	1	9	1	0	0	305	351	51	25	-1	
4	1	9	1	1	0	305	351	51	25	-1	
5	1	9	1	1	1	305	351	51	25	95.860664	014
2	1	10	0	0	0	429	351	50	25	-1	
3	1	10	1	0	0	429	351	50	25	-1	
4	1	10	1	1	0	429	351	50	25	-1	
5	1	10	1	1	1	429	351	50	25	90.766228	015
2	1	11	0	0	0	546	351	51	25	-1	
3	1	11	1	0	0	546	351	51	25	-1	
4	1	11	1	1	0	546	351	51	25	-1	
5	1	11	1	1	1	546	351	51	25	96.266052	016
2	1	12	0	0	0	661	351	50	25	-1	
3	1	12	1	0	0	661	351	50	25	-1	
4	1	12	1	1	0	661	351	50	25	-1	
5	1	12	1	1	1	661	351	50	25	96.873001	017
2	1	13	0	0	0	774	351	51	25	-1	
3	1	13	1	0	0	774	351	51	25	-1	
4	1	13	1	1	0	774	351	51	25	-1	
5	1	13	1	1	1	774	351	51	25	95.206009	018
2	1	14	0	0	0	897	351	50	25	-1	
3	1	14	1	0	0	897	351	50	25	-1	
4	1	14	1	1	0	897	351	50	25	-1	
5	1	14	1	1	1	897	351	50	25	96.284798	019
2	1	15	0	0	0	1014	351	50	25	-1	
3	1	15	1	0	0	1014	351	50	25	-1	
4	1	15	1	1	0	1014	351	50	25	-1	
5	1	15	1	1	1	1014	351	50	25	96.973587	020
2	1	16	0	0	0	1125	351	50	25	-1	
3	1	16	1	0	0	1125	351	50	25	-1	
4	1	16	1	1	0	1125	351	50	25	-1	
5	1	16	1	1	1	1125	351	50	25	95.770325	021
2	1	17	0	0	0	1247	339	9	35	-1	
3	1	17	1	0	0	1247	339	9	35	-1	
4	1	17	1	1	0	1247	339	9	35	-1	
5	1	17	1	1	1	1247	339	9	35	64.271278	l
2	1	18	0	0	0	1353	351	50	25	-1	
3	1	18	1	0	0	1353	351	50	25	-1	
4	1	18	1	1	0	1353	351	50	25	-1	
5	1	18	1	1	1	1353	351	50	25	96.908249	022
2	1	19	0	0	0	1494	351	50	25	-1	
3	1	19	1	0	0	1494	351	50	25	-1	
4	1	19	1	1	0	1494	351	50	25	-1	
5	1	19	1	1	1	1494	351	50	25	96.888885	023
2	1	20	0	0	0	1817	351	51	25	-1	
3	1	20	1	0	0	1817	351	51	25	-1	
4	1	20	1	1	0	1817	351	51	25	-1	
5	1	20	1	1	1	1817	351	51	25	96.938843	024
2	1	21	0	0	0	2003	351	51	25	-1	
3	1	21	1	0	0	2003	351	51	25	-1	
4	1	21	1	1	0	2003	351	51	25	-1	
5	1	21	1	1	1	2003	351	51	25	95.831505	025
2	1	22	0	0	0	1599	391	77	9	-1	
3	1	22	1	0	0	1599	391	77	9	-1	
4	1	22	1	1	0	1599	391	77	9	-1	
5	1	22	1	1	1	1599	391	25	9	25.526047	Wed:
5	1	22	1	1	2	1634	391	42	9	27.270584	18000
2	1	23	0	0	0	1	419	42	9	-1	
3	1	23	1	0	0	1	419	42	9	-1	
4	1	23	1	1	0	1	419	42	9	-1	
5	1	23	1	1	1	1	419	42	9	30.823349	raceme
2	1	24	0	0	0	74	419	77	9	-1	
3	1	24	1	0	0	74	419	77	9	-1	
4	1	24	1	1	0	74	419	77	9	-1	
5	1	24	1	1	1	74	419	77	9	4.700867	AMARONE
2	1	25	0	0	0	183	419	77	9	-1	
3	1	25	1	0	0	183	419	77	9	-1	
4	1	25	1	1	0	183	419	77	9	-1	
5	1	25	1	1	1	183	419	25	9	36.246483	ABER:
5	1	25	1	1	2	217	419	43	9	54.380661	22.002
2	1	26	0	0	0	295	419	77	9	-1	
3	1	26	1	0	0	295	419	77	9	-1	
4	1	26	1	1	0	295	419	77	9	-1	
5	1	26	1	1	1	295	419	25	9	42.333206	ARCA:
5	1	26	1	1	2	334	419	38	9	21.356598	TID
2	1	27	0	0	0	417	419	77	9	-1	
3	1	27	1	0	0	417	419	77	9	-1	
4	1	27	1	1	0	417	419	77	9	-1	
5	1	27	1	1	1	417	419	25	9	0.000000	ABEA:
5	1	27	1	1	2	451	419	43	9	54.364540	23.002
2	1	28	0	0	0	537	419	183	9	-1	
3	1	28	1	0	0	537	419	183	9	-1	
4	1	28	1	1	0	537	419	183	9	-1	
5	1	28	1	1	1	537	419	77	9	0.000000	apea:22.00¥2
5	1	28	1	1	2	624	409	12	28	59.553070	|]
5	1	28	1	1	3	642	419	26	9	19.010429	Anta.
5	1	28	1	1	4	677	419	43	9	6.014175	22.002
