level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2226	1860	-1	
2	1	1	0	0	0	29	1799	50	23	-1	
3	1	1	1	0	0	29	1799	50	23	-1	
4	1	1	1	1	0	29	1799	50	23	-1	
5	1	1	1	1	1	29	1799	50	23	96.265640	045
2	1	2	0	0	0	159	1799	51	23	-1	
3	1	2	1	0	0	159	1799	51	23	-1	
4	1	2	1	1	0	159	1799	51	23	-1	
5	1	2	1	1	1	159	1799	51	23	96.751717	044
2	1	3	0	0	0	287	1799	50	23	-1	
3	1	3	1	0	0	287	1799	50	23	-1	
4	1	3	1	1	0	287	1799	50	23	-1	
5	1	3	1	1	1	287	1799	50	23	96.763916	043
2	1	4	0	0	0	409	1799	50	23	-1	
3	1	4	1	0	0	409	1799	50	23	-1	
4	1	4	1	1	0	409	1799	50	23	-1	
5	1	4	1	1	1	409	1799	50	23	95.918610	042
2	1	5	0	0	0	518	1799	50	23	-1	
3	1	5	1	0	0	518	1799	50	23	-1	
4	1	5	1	1	0	518	1799	50	23	-1	
5	1	5	1	1	1	518	1799	50	23	95.718849	041
2	1	6	0	0	0	627	1799	51	23	-1	
3	1	6	1	0	0	627	1799	51	23	-1	
4	1	6	1	1	0	627	1799	51	23	-1	
5	1	6	1	1	1	627	1799	51	23	96.274223	040
2	1	7	0	0	0	731	1799	49	23	-1	
3	1	7	1	0	0	731	1799	49	23	-1	
4	1	7	1	1	0	731	1799	49	23	-1	
5	1	7	1	1	1	731	1799	49	23	96.946922	039
2	1	8	0	0	0	847	1799	50	23	-1	
3	1	8	1	0	0	847	1799	50	23	-1	
4	1	8	1	1	0	847	1799	50	23	-1	
5	1	8	1	1	1	847	1799	50	23	96.432487	038
2	1	9	0	0	0	979	1799	49	23	-1	
3	1	9	1	0	0	979	1799	49	23	-1	
4	1	9	1	1	0	979	1799	49	23	-1	
5	1	9	1	1	1	979	1799	49	23	96.667534	037
2	1	10	0	0	0	1164	1799	50	23	-1	
3	1	10	1	0	0	1164	1799	50	23	-1	
4	1	10	1	1	0	1164	1799	50	23	-1	
5	1	10	1	1	1	1164	1799	50	23	96.049103	036
2	1	11	0	0	0	1714	1799	50	23	-1	
3	1	11	1	0	0	1714	1799	50	23	-1	
4	1	11	1	1	0	1714	1799	50	23	-1	
5	1	11	1	1	1	1714	1799	50	23	96.908531	013
2	1	12	0	0	0	1889	1799	51	23	-1	
3	1	12	1	0	0	1889	1799	51	23	-1	
4	1	12	1	1	0	1889	1799	51	23	-1	
5	1	12	1	1	1	1889	1799	51	23	95.286942	014
2	1	13	0	0	0	1993	1799	50	23	-1	
3	1	13	1	0	0	1993	1799	50	23	-1	
4	1	13	1	1	0	1993	1799	50	23	-1	
5	1	13	1	1	1	1993	1799	50	23	94.681580	015
2	1	14	0	0	0	2090	1799	50	23	-1	
3	1	14	1	0	0	2090	1799	50	23	-1	
4	1	14	1	1	0	2090	1799	50	23	-1	
5	1	14	1	1	1	2090	1799	50	23	96.611931	016
2	1	15	0	0	0	2206	1799	14	23	-1	
3	1	15	1	0	0	2206	1799	14	23	-1	
4	1	15	1	1	0	2206	1799	14	23	-1	
5	1	15	1	1	1	2206	1799	14	23	94.977020	0
