level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2226	1966	-1	
2	1	1	0	0	0	1032	114	51	24	-1	
3	1	1	1	0	0	1032	114	51	24	-1	
4	1	1	1	1	0	1032	114	51	24	-1	
5	1	1	1	1	1	1032	114	51	24	96.485802	020
2	1	2	0	0	0	1237	103	28	43	-1	
3	1	2	1	0	0	1237	103	28	43	-1	
4	1	2	1	1	0	1237	103	28	43	-1	
5	1	2	1	1	1	1237	103	28	43	91.446663	J
2	1	3	0	0	0	1309	151	43	13	-1	
3	1	3	1	0	0	1309	151	43	13	-1	
4	1	3	1	1	0	1309	151	43	13	-1	
5	1	3	1	1	1	1309	151	43	13	34.245232	LOBsy
2	1	4	0	0	0	0	163	20	25	-1	
3	1	4	1	0	0	0	163	20	25	-1	
4	1	4	1	1	0	0	163	20	25	-1	
5	1	4	1	1	1	0	163	20	25	48.150219	0
2	1	5	0	0	0	1018	159	77	9	-1	
3	1	5	1	0	0	1018	159	77	9	-1	
4	1	5	1	1	0	1018	159	77	9	-1	
5	1	5	1	1	1	1018	160	25	8	66.472809	AMA
5	1	5	1	1	2	1053	159	42	9	14.580673	AON
2	1	6	0	0	0	42	194	50	24	-1	
3	1	6	1	0	0	42	194	50	24	-1	
4	1	6	1	1	0	42	194	50	24	-1	
5	1	6	1	1	1	42	194	50	24	96.921257	012
2	1	7	0	0	0	149	194	50	25	-1	
3	1	7	1	0	0	149	194	50	25	-1	
4	1	7	1	1	0	149	194	50	25	-1	
5	1	7	1	1	1	149	194	50	25	96.050385	013
2	1	8	0	0	0	257	194	51	24	-1	
3	1	8	1	0	0	257	194	51	24	-1	
4	1	8	1	1	0	257	194	51	24	-1	
5	1	8	1	1	1	257	194	51	24	96.800018	014
2	1	9	0	0	0	390	195	50	24	-1	
3	1	9	1	0	0	390	195	50	24	-1	
4	1	9	1	1	0	390	195	50	24	-1	
5	1	9	1	1	1	390	195	50	24	95.307938	015
2	1	10	0	0	0	504	194	51	24	-1	
3	1	10	1	0	0	504	194	51	24	-1	
4	1	10	1	1	0	504	194	51	24	-1	
5	1	10	1	1	1	504	194	51	24	96.922737	016
2	1	11	0	0	0	610	195	50	23	-1	
3	1	11	1	0	0	610	195	50	23	-1	
4	1	11	1	1	0	610	195	50	23	-1	
5	1	11	1	1	1	610	195	50	23	95.372971	017
2	1	12	0	0	0	730	194	51	24	-1	
3	1	12	1	0	0	730	194	51	24	-1	
4	1	12	1	1	0	730	194	51	24	-1	
5	1	12	1	1	1	730	194	51	24	96.652122	018
