level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2110	1862	-1	
2	1	1	0	0	0	0	807	72	39	-1	
3	1	1	1	0	0	0	807	72	39	-1	
4	1	1	1	1	0	0	807	72	39	-1	
5	1	1	1	1	1	0	807	72	39	44.802456	OR
2	1	2	0	0	0	134	947	224	39	-1	
3	1	2	1	0	0	134	947	224	39	-1	
4	1	2	1	1	0	134	947	224	39	-1	
5	1	2	1	1	1	134	947	224	39	91.610550	LEASABLE
2	1	3	0	0	0	575	1236	519	60	-1	
3	1	3	1	0	0	575	1236	519	60	-1	
4	1	3	1	1	0	575	1236	519	60	-1	
5	1	3	1	1	1	575	1236	405	60	92.273376	JOB-DRAWING
5	1	3	1	1	2	1009	1237	85	47	96.190857	No.
