level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2226	1862	-1	
2	1	1	0	0	0	1843	778	87	36	-1	
3	1	1	1	0	0	1843	778	87	36	-1	
4	1	1	1	1	0	1843	778	87	36	-1	
5	1	1	1	1	1	1843	778	87	36	96.584343	Rev.
2	1	2	0	0	0	1588	816	637	100	-1	
3	1	2	1	0	0	1588	816	638	100	-1	
4	1	2	1	1	0	1588	816	637	100	-1	
5	1	2	1	1	1	1588	834	60	38	13.431480	I]dkM
5	1	2	1	1	2	1657	834	33	38	59.033791	FIV.
5	1	2	1	1	3	1707	835	62	41	54.388992	HgpD
5	1	2	1	1	4	1779	816	55	100	24.477325	Ha
5	1	2	1	1	5	1883	834	83	42	37.030716	ee
5	1	2	1	1	6	2066	816	84	100	39.168716	ty
5	1	2	1	1	7	2166	816	59	100	53.997631	—H
2	1	3	0	0	0	177	874	485	36	-1	
3	1	3	1	0	0	177	874	485	36	-1	
4	1	3	1	1	0	177	874	485	36	-1	
5	1	3	1	1	1	177	874	69	36	89.500343	hgidzm
5	1	3	1	1	2	255	875	71	35	40.983208	hguhim
5	1	3	1	1	3	334	874	88	36	26.400818	gjuh,kdh]
5	1	3	1	1	4	431	874	138	36	49.686924	hgfkh\U+0621,
5	1	3	1	1	5	585	874	77	36	87.174683	nghs:hk
2	1	4	0	0	0	1588	883	314	79	-1	
3	1	4	1	0	0	1588	883	314	79	-1	
4	1	4	1	1	0	1588	883	314	79	-1	
5	1	4	1	1	1	1588	920	56	34	12.329391	Kah"
5	1	4	1	1	2	1655	921	5	37	82.856293	)
5	1	4	1	1	3	1669	920	85	42	23.363251	j{HVD
5	1	4	1	1	4	1740	916	15	57	86.846649	-
5	1	4	1	1	5	1779	883	123	76	27.713806	Hod
2	1	5	0	0	0	177	948	392	35	-1	
3	1	5	1	0	0	177	948	392	35	-1	
4	1	5	1	1	0	177	948	392	35	-1	
5	1	5	1	1	1	177	955	46	21	73.862015	av:m
5	1	5	1	1	2	231	948	21	28	36.550072	fD
5	1	5	1	1	3	259	949	24	27	75.368118	sD
5	1	5	1	1	4	291	956	3	19	75.368118	iL
5	1	5	1	1	5	303	948	78	35	86.416550	yhkL
5	1	5	1	1	6	391	948	49	33	56.447273	gj{nvM
5	1	5	1	1	7	449	948	37	34	63.744640	p]d]
5	1	5	1	1	8	495	949	74	34	41.331451	hgjsgdP
2	1	6	0	0	0	1853	977	48	37	-1	
3	1	6	1	0	0	1853	977	48	37	-1	
4	1	6	1	1	0	1853	977	48	37	-1	
5	1	6	1	1	1	1853	977	48	37	96.630585	02
2	1	7	0	0	0	1853	1065	49	36	-1	
3	1	7	1	0	0	1853	1065	49	36	-1	
4	1	7	1	1	0	1853	1065	49	36	-1	
5	1	7	1	1	1	1853	1065	49	36	96.780785	03
2	1	8	0	0	0	0	1080	376	48	-1	
3	1	8	1	0	0	0	1080	376	48	-1	
4	1	8	1	1	0	0	1080	376	48	-1	
5	1	8	1	1	1	0	1080	376	48	0.000000	-ONSULTANT
2	1	9	0	0	0	1853	1152	50	36	-1	
3	1	9	1	0	0	1853	1152	50	36	-1	
4	1	9	1	1	0	1853	1152	50	36	-1	
5	1	9	1	1	1	1853	1152	50	36	96.947502	04
2	1	10	0	0	0	564	1281	2	3	-1	
3	1	10	1	0	0	564	1281	2	3	-1	
4	1	10	1	1	0	564	1281	2	3	-1	
5	1	10	1	1	1	564	1281	2	3	25.161728	4
2	1	11	0	0	0	1853	1239	49	37	-1	
3	1	11	1	0	0	1853	1239	49	37	-1	
4	1	11	1	1	0	1853	1239	49	37	-1	
5	1	11	1	1	1	1853	1239	49	37	95.900307	05
2	1	12	0	0	0	499	1280	359	17	-1	
3	1	12	1	0	0	499	1280	359	17	-1	
4	1	12	1	1	0	499	1280	359	17	-1	
5	1	12	1	1	1	499	1280	359	17	42.626472	C:\Users\eng-gi\OneDrive\Desktop\Picture2.jog
2	1	13	0	0	0	1073	1237	399	62	-1	
3	1	13	1	0	0	1073	1237	399	62	-1	
4	1	13	1	1	0	1073	1237	399	62	-1	
5	1	13	1	1	1	1073	1237	99	62	96.478348	OY
5	1	13	1	1	2	1200	1237	272	62	95.782738	STUDIO
2	1	14	0	0	0	1853	1327	49	36	-1	
3	1	14	1	0	0	1853	1327	49	36	-1	
4	1	14	1	1	0	1853	1327	49	36	-1	
5	1	14	1	1	1	1853	1327	49	36	96.923882	06
2	1	15	0	0	0	1853	1414	49	36	-1	
3	1	15	1	0	0	1853	1414	49	36	-1	
4	1	15	1	1	0	1853	1414	49	36	-1	
5	1	15	1	1	1	1853	1414	49	36	96.692642	07
