level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2226	1966	-1	
2	1	1	0	0	0	7	151	50	23	-1	
3	1	1	1	0	0	7	151	50	23	-1	
4	1	1	1	1	0	7	151	50	23	-1	
5	1	1	1	1	1	7	151	50	23	94.681580	015
2	1	2	0	0	0	104	150	50	24	-1	
3	1	2	1	0	0	104	150	50	24	-1	
4	1	2	1	1	0	104	150	50	24	-1	
5	1	2	1	1	1	104	150	50	24	96.871948	016
2	1	3	0	0	0	220	151	50	23	-1	
3	1	3	1	0	0	220	151	50	23	-1	
4	1	3	1	1	0	220	151	50	23	-1	
5	1	3	1	1	1	220	151	50	23	95.492851	017
2	1	4	0	0	0	325	151	49	23	-1	
3	1	4	1	0	0	325	151	49	23	-1	
4	1	4	1	1	0	325	151	49	23	-1	
5	1	4	1	1	1	325	151	49	23	96.536606	018
2	1	5	0	0	0	438	151	50	23	-1	
3	1	5	1	0	0	438	151	50	23	-1	
4	1	5	1	1	0	438	151	50	23	-1	
5	1	5	1	1	1	438	151	50	23	95.923660	019
2	1	6	0	0	0	554	150	51	24	-1	
3	1	6	1	0	0	554	150	51	24	-1	
4	1	6	1	1	0	554	150	51	24	-1	
5	1	6	1	1	1	554	150	51	24	96.670296	020
2	1	7	0	0	0	655	151	49	23	-1	
3	1	7	1	0	0	655	151	49	23	-1	
4	1	7	1	1	0	655	151	49	23	-1	
5	1	7	1	1	1	655	151	49	23	96.800911	021
2	1	8	0	0	0	763	151	49	23	-1	
3	1	8	1	0	0	763	151	49	23	-1	
4	1	8	1	1	0	763	151	49	23	-1	
5	1	8	1	1	1	763	151	49	23	96.944077	022
2	1	9	0	0	0	885	150	325	29	-1	
3	1	9	1	0	0	885	150	325	29	-1	
4	1	9	1	1	0	885	150	325	29	-1	
5	1	9	1	1	1	885	150	49	24	46.852459	023:
5	1	9	1	1	2	969	161	241	18	42.890877	+
2	1	10	0	0	0	1272	150	50	24	-1	
3	1	10	1	0	0	1272	150	50	24	-1	
4	1	10	1	1	0	1272	150	50	24	-1	
5	1	10	1	1	1	1272	150	50	24	96.655525	025
2	1	11	0	0	0	1618	150	50	24	-1	
3	1	11	1	0	0	1618	150	50	24	-1	
4	1	11	1	1	0	1618	150	50	24	-1	
5	1	11	1	1	1	1618	150	50	24	96.761971	026
2	1	12	0	0	0	1772	150	50	24	-1	
3	1	12	1	0	0	1772	150	50	24	-1	
4	1	12	1	1	0	1772	150	50	24	-1	
5	1	12	1	1	1	1772	150	50	24	96.831284	027
2	1	13	0	0	0	1065	189	51	23	-1	
3	1	13	1	0	0	1065	189	51	23	-1	
4	1	13	1	1	0	1065	189	51	23	-1	
5	1	13	1	1	1	1065	189	51	23	96.369125	024
2	1	14	0	0	0	1369	191	77	9	-1	
3	1	14	1	0	0	1369	191	77	9	-1	
4	1	14	1	1	0	1369	191	77	9	-1	
5	1	14	1	1	1	1369	191	24	9	32.520798	MBER:
5	1	14	1	1	2	1403	191	43	9	0.000000	38.0002
2	1	15	0	0	0	0	233	170	9	-1	
3	1	15	1	0	0	0	233	170	9	-1	
4	1	15	1	1	0	0	233	170	9	-1	
5	1	15	1	1	1	0	233	66	9	0.000000	ca:2920M2
5	1	15	1	1	2	70	223	17	28	0.000000	|l]
5	1	15	1	1	3	93	234	24	7	17.953430	Anca
5	1	15	1	1	4	128	233	42	9	17.953430	:38.00
5	1	15	1	1	5	161	223	12	28	1.962540	2
2	1	16	0	0	0	201	233	77	9	-1	
3	1	16	1	0	0	201	233	77	9	-1	
4	1	16	1	1	0	201	233	77	9	-1	
5	1	16	1	1	1	201	234	25	8	58.344086	ABE:
5	1	16	1	1	2	236	233	42	9	0.000000	8.002
2	1	17	0	0	0	312	233	75	9	-1	
3	1	17	1	0	0	312	233	75	9	-1	
4	1	17	1	1	0	312	233	75	9	-1	
5	1	17	1	1	1	312	233	24	9	24.926407	Aner:
5	1	17	1	1	2	346	233	41	9	54.122482	20.09
5	1	17	1	1	3	378	223	12	28	49.975761	00
2	1	18	0	0	0	427	233	76	9	-1	
3	1	18	1	0	0	427	233	76	9	-1	
4	1	18	1	1	0	427	233	76	9	-1	
5	1	18	1	1	1	427	234	25	8	19.140381	abe:
5	1	18	1	1	2	462	233	41	9	51.866169	20002
2	1	19	0	0	0	534	233	75	9	-1	
3	1	19	1	0	0	534	233	75	9	-1	
4	1	19	1	1	0	534	233	75	9	-1	
5	1	19	1	1	1	534	234	24	8	31.908981	nea
5	1	19	1	1	2	562	223	3	28	65.493637	=
5	1	19	1	1	3	568	233	25	9	68.096359	28.09
5	1	19	1	1	4	597	233	12	9	37.877502	82
2	1	20	0	0	0	641	233	76	9	-1	
3	1	20	1	0	0	641	233	76	9	-1	
4	1	20	1	1	0	641	233	76	9	-1	
5	1	20	1	1	1	641	233	24	8	19.869202	AREA:
5	1	20	1	1	2	676	233	41	9	0.000000	ACOME
2	1	21	0	0	0	749	233	374	9	-1	
3	1	21	1	0	0	749	206	374	74	-1	
4	1	21	1	1	0	749	233	374	9	-1	
5	1	21	1	1	1	749	233	25	8	0.000000	en:
5	1	21	1	1	2	784	233	41	9	43.238506	02
5	1	21	1	1	3	871	234	25	8	53.266850	wen
5	1	21	1	1	4	906	233	42	9	39.160137	2202
5	1	21	1	1	5	1047	233	25	8	19.266426	en:
5	1	21	1	1	6	1082	233	25	9	0.000000	200
5	1	21	1	1	7	1110	223	13	28	38.755955	02
2	1	22	0	0	0	1768	273	24	7	-1	
3	1	22	1	0	0	1768	273	24	7	-1	
4	1	22	1	1	0	1768	273	24	7	-1	
5	1	22	1	1	1	1768	273	24	7	53.700771	anes
2	1	23	0	0	0	1802	273	38	8	-1	
3	1	23	1	0	0	1802	273	38	8	-1	
4	1	23	1	1	0	1802	273	38	8	-1	
5	1	23	1	1	1	1802	273	38	8	58.567776	aster
2	1	24	0	0	0	995	315	30	11	-1	
3	1	24	1	0	0	995	315	30	11	-1	
4	1	24	1	1	0	995	315	30	11	-1	
5	1	24	1	1	1	995	315	30	11	75.983810	ELEC
2	1	25	0	0	0	1016	334	16	15	-1	
3	1	25	1	0	0	1016	334	16	15	-1	
4	1	25	1	1	0	1016	334	16	15	-1	
5	1	25	1	1	1	1016	334	16	15	74.993149	/
2	1	26	0	0	0	969	347	45	27	-1	
3	1	26	1	0	0	969	347	45	27	-1	
4	1	26	1	1	0	969	347	45	27	-1	
5	1	26	1	1	1	969	347	45	27	21.403618	$B;
2	1	27	0	0	0	1207	273	254	101	-1	
3	1	27	1	0	0	1207	273	254	101	-1	
4	1	27	1	1	0	1207	273	254	101	-1	
5	1	27	1	1	1	1207	333	51	41	29.144714	I
5	1	27	1	1	2	1419	273	42	101	57.200798	I
2	1	28	0	0	0	672	409	190	13	-1	
3	1	28	1	0	0	672	409	190	13	-1	
4	1	28	1	1	0	672	409	190	13	-1	
5	1	28	1	1	1	672	409	78	13	96.659546	CORRIDOR
5	1	28	1	1	2	761	409	31	13	91.822037	2.00
5	1	28	1	1	3	798	409	10	12	92.347725	M
5	1	28	1	1	4	814	409	48	13	96.863197	WIDTH
2	1	29	0	0	0	498	448	39	38	-1	
3	1	29	1	0	0	498	448	39	38	-1	
4	1	29	1	1	0	498	448	39	38	-1	
5	1	29	1	1	1	498	448	39	38	22.260216	iS)
2	1	30	0	0	0	550	488	15	10	-1	
3	1	30	1	0	0	550	488	15	10	-1	
4	1	30	1	1	0	550	488	15	10	-1	
5	1	30	1	1	1	550	489	2	9	0.000000	t
2	1	31	0	0	0	551	501	81	14	-1	
3	1	31	1	0	0	551	501	81	14	-1	
4	1	31	1	1	0	551	501	81	14	-1	
5	1	31	1	1	1	551	501	81	14	0.000000	Lipper
2	1	32	0	0	0	594	471	65	23	-1	
3	1	32	1	0	0	594	471	65	23	-1	
4	1	32	1	1	0	594	471	65	23	-1	
5	1	32	1	1	1	594	471	14	22	0.000000	o
5	1	32	1	1	2	626	471	33	23	19.569244	\o
2	1	33	0	0	0	272	485	50	39	-1	
3	1	33	1	0	0	272	485	50	39	-1	
4	1	33	1	1	0	272	485	50	39	-1	
5	1	33	1	1	1	272	485	50	39	37.551620	Si
2	1	34	0	0	0	553	517	62	21	-1	
3	1	34	1	0	0	553	517	62	21	-1	
4	1	34	1	1	0	553	517	62	21	-1	
5	1	34	1	1	1	553	517	62	21	13.662888	VWILG@&
2	1	35	0	0	0	487	523	50	36	-1	
3	1	35	1	0	0	487	523	50	36	-1	
4	1	35	1	1	0	487	523	50	36	-1	
5	1	35	1	1	1	487	523	50	36	17.658241	i
2	1	36	0	0	0	511	571	51	17	-1	
3	1	36	1	0	0	511	571	51	17	-1	
4	1	36	1	1	0	511	571	51	17	-1	
5	1	36	1	1	1	511	571	51	17	0.000000	<q)
