level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2226	1860	-1	
2	1	1	0	0	0	7	1799	50	23	-1	
3	1	1	1	0	0	7	1799	50	23	-1	
4	1	1	1	1	0	7	1799	50	23	-1	
5	1	1	1	1	1	7	1799	50	23	94.681580	015
2	1	2	0	0	0	104	1799	50	23	-1	
3	1	2	1	0	0	104	1799	50	23	-1	
4	1	2	1	1	0	104	1799	50	23	-1	
5	1	2	1	1	1	104	1799	50	23	96.611931	016
2	1	3	0	0	0	220	1799	50	23	-1	
3	1	3	1	0	0	220	1799	50	23	-1	
4	1	3	1	1	0	220	1799	50	23	-1	
5	1	3	1	1	1	220	1799	50	23	95.492851	017
2	1	4	0	0	0	325	1799	49	23	-1	
3	1	4	1	0	0	325	1799	49	23	-1	
4	1	4	1	1	0	325	1799	49	23	-1	
5	1	4	1	1	1	325	1799	49	23	96.536606	018
2	1	5	0	0	0	438	1799	50	23	-1	
3	1	5	1	0	0	438	1799	50	23	-1	
4	1	5	1	1	0	438	1799	50	23	-1	
5	1	5	1	1	1	438	1799	50	23	95.923660	019
2	1	6	0	0	0	554	1799	50	23	-1	
3	1	6	1	0	0	554	1799	50	23	-1	
4	1	6	1	1	0	554	1799	50	23	-1	
5	1	6	1	1	1	554	1799	50	23	96.232048	020
2	1	7	0	0	0	655	1799	49	23	-1	
3	1	7	1	0	0	655	1799	49	23	-1	
4	1	7	1	1	0	655	1799	49	23	-1	
5	1	7	1	1	1	655	1799	49	23	96.800911	021
2	1	8	0	0	0	763	1799	49	23	-1	
3	1	8	1	0	0	763	1799	49	23	-1	
4	1	8	1	1	0	763	1799	49	23	-1	
5	1	8	1	1	1	763	1799	49	23	96.944077	022
2	1	9	0	0	0	885	1799	49	23	-1	
3	1	9	1	0	0	885	1799	49	23	-1	
4	1	9	1	1	0	885	1799	49	23	-1	
5	1	9	1	1	1	885	1799	49	23	96.917839	023
2	1	10	0	0	0	1272	1799	50	23	-1	
3	1	10	1	0	0	1272	1799	50	23	-1	
4	1	10	1	1	0	1272	1799	50	23	-1	
5	1	10	1	1	1	1272	1799	50	23	96.199097	025
2	1	11	0	0	0	1618	1799	50	23	-1	
3	1	11	1	0	0	1618	1799	50	23	-1	
4	1	11	1	1	0	1618	1799	50	23	-1	
5	1	11	1	1	1	1618	1799	50	23	95.913322	026
2	1	12	0	0	0	1772	1799	50	23	-1	
3	1	12	1	0	0	1772	1799	50	23	-1	
4	1	12	1	1	0	1772	1799	50	23	-1	
5	1	12	1	1	1	1772	1799	50	23	96.239799	027
2	1	13	0	0	0	1065	1837	51	23	-1	
3	1	13	1	0	0	1065	1837	51	23	-1	
4	1	13	1	1	0	1065	1837	51	23	-1	
5	1	13	1	1	1	1065	1837	51	23	85.964279	074
2	1	14	0	0	0	1374	1839	66	8	-1	
3	1	14	1	0	0	1374	1839	66	8	-1	
4	1	14	1	1	0	1374	1839	66	8	-1	
5	1	14	1	1	1	1374	1839	19	8	0.000000	WEA:
5	1	14	1	1	2	1420	1840	20	7	35.071106	98.00
