level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2110	1966	-1	
2	1	1	0	0	0	0	0	776	177	-1	
3	1	1	1	0	0	0	0	776	177	-1	
4	1	1	1	1	0	0	0	776	177	-1	
5	1	1	1	1	1	0	0	776	177	10.921822	ooo!
2	1	2	0	0	0	293	175	205	180	-1	
3	1	2	1	0	0	293	175	205	180	-1	
4	1	2	1	1	0	293	175	205	180	-1	
5	1	2	1	1	1	293	175	205	180	63.913124	>)
2	1	3	0	0	0	497	358	9	46	-1	
3	1	3	1	0	0	497	358	9	46	-1	
4	1	3	1	1	0	497	358	9	46	-1	
5	1	3	1	1	1	497	358	9	46	70.885071	\
2	1	4	0	0	0	13	391	46	21	-1	
3	1	4	1	0	0	13	391	46	21	-1	
4	1	4	1	1	0	13	391	46	21	-1	
5	1	4	1	1	1	13	391	46	21	96.851585	029
2	1	5	0	0	0	150	391	46	21	-1	
3	1	5	1	0	0	150	391	46	21	-1	
4	1	5	1	1	0	150	391	46	21	-1	
5	1	5	1	1	1	150	391	46	21	96.394882	030
2	1	6	0	0	0	3	899	45	21	-1	
3	1	6	1	0	0	3	899	45	21	-1	
4	1	6	1	1	0	3	899	45	21	-1	
5	1	6	1	1	1	3	899	45	21	96.572960	001
2	1	7	0	0	0	461	1304	13	53	-1	
3	1	7	1	0	0	461	1304	13	53	-1	
4	1	7	1	1	0	461	1304	13	53	-1	
5	1	7	1	1	1	461	1304	13	53	68.472542	|
2	1	8	0	0	0	471	1247	13	62	-1	
3	1	8	1	0	0	471	1247	13	62	-1	
4	1	8	1	1	0	471	1247	13	62	-1	
5	1	8	1	1	1	471	1247	13	62	68.159492	|
2	1	9	0	0	0	36	1759	130	55	-1	
3	1	9	1	0	0	36	1759	130	55	-1	
4	1	9	1	1	0	36	1759	130	55	-1	
5	1	9	1	1	1	36	1759	130	55	29.487549	ee
2	1	10	0	0	0	0	1944	86	22	-1	
3	1	10	1	0	0	0	1944	86	22	-1	
4	1	10	1	1	0	0	1944	86	22	-1	
5	1	10	1	1	1	0	1944	16	22	63.446571	\
5	1	10	1	1	2	35	1954	51	12	17.925079	LLLP
2	1	11	0	0	0	931	1860	97	99	-1	
3	1	11	1	0	0	931	1860	97	99	-1	
4	1	11	1	1	0	931	1860	97	99	-1	
5	1	11	1	1	1	931	1860	97	99	84.669708	=
