level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2226	1862	-1	
2	1	1	0	0	0	5	777	287	49	-1	
3	1	1	1	0	0	5	777	287	49	-1	
4	1	1	1	1	0	5	777	287	49	-1	
5	1	1	1	1	1	5	777	88	49	96.145927	ING
5	1	1	1	1	2	123	773	169	73	96.522705	TITLE:
2	1	2	0	0	0	1702	809	381	39	-1	
3	1	2	1	0	0	1702	809	381	39	-1	
4	1	2	1	1	0	1702	809	381	39	-1	
5	1	2	1	1	1	1702	809	206	39	96.706985	GROUND
5	1	2	1	1	2	1930	809	153	39	97.003952	FLOOR
2	1	3	0	0	0	0	920	695	52	-1	
3	1	3	1	0	0	0	920	695	52	-1	
4	1	3	1	1	0	0	920	695	52	-1	
5	1	3	1	1	1	0	921	76	51	76.276863	VD
5	1	3	1	1	2	105	920	202	52	95.472923	FLOOR
5	1	3	1	1	3	332	920	186	52	96.316673	SALES
5	1	3	1	1	4	547	921	148	51	96.447014	PLAN
2	1	4	0	0	0	1665	953	126	39	-1	
3	1	4	1	0	0	1665	953	126	39	-1	
4	1	4	1	1	0	1665	953	126	39	-1	
5	1	4	1	1	1	1665	953	126	39	96.979080	AREA
2	1	5	0	0	0	2109	953	117	39	-1	
3	1	5	1	0	0	2109	953	117	39	-1	
4	1	5	1	1	0	2109	953	117	39	-1	
5	1	5	1	1	1	2109	953	117	39	96.510681	LEAS
2	1	6	0	0	0	1669	1061	187	39	-1	
3	1	6	1	0	0	1669	1061	187	39	-1	
4	1	6	1	1	0	1669	1061	187	39	-1	
5	1	6	1	1	1	1669	1061	187	39	96.357353	2468.50
2	1	7	0	0	0	1670	1167	186	40	-1	
3	1	7	1	0	0	1670	1167	186	40	-1	
4	1	7	1	1	0	1670	1167	186	40	-1	
5	1	7	1	1	1	1670	1167	186	40	96.395569	1061.50
2	1	8	0	0	0	55	1273	177	49	-1	
3	1	8	1	0	0	55	1273	177	49	-1	
4	1	8	1	1	0	55	1273	177	49	-1	
5	1	8	1	1	1	55	1273	177	49	96.781380	SCALE
2	1	9	0	0	0	1670	1277	186	40	-1	
3	1	9	1	0	0	1670	1277	186	40	-1	
4	1	9	1	1	0	1670	1277	186	40	-1	
5	1	9	1	1	1	1670	1277	186	40	95.789680	1061.80
2	1	10	0	0	0	1670	1387	186	39	-1	
3	1	10	1	0	0	1670	1387	186	39	-1	
4	1	10	1	1	0	1670	1387	186	39	-1	
5	1	10	1	1	1	1670	1387	186	39	96.430382	1617.00
2	1	11	0	0	0	57	1449	213	47	-1	
3	1	11	1	0	0	57	1449	213	47	-1	
4	1	11	1	1	0	57	1449	213	47	-1	
5	1	11	1	1	1	57	1449	213	47	96.589378	DRAWN
2	1	12	0	0	0	1375	1479	122	32	-1	
3	1	12	1	0	0	1375	1479	122	32	-1	
4	1	12	1	1	0	1375	1479	122	32	-1	
5	1	12	1	1	1	1375	1479	122	32	96.694115	TOTAL
2	1	13	0	0	0	1668	1474	188	40	-1	
3	1	13	1	0	0	1668	1474	188	40	-1	
4	1	13	1	1	0	1668	1474	188	40	-1	
5	1	13	1	1	1	1668	1474	188	40	96.863686	6208.80
2	1	14	0	0	0	0	1545	2226	27	-1	
3	1	14	1	0	0	0	1545	2226	27	-1	
4	1	14	1	1	0	0	1545	2226	27	-1	
5	1	14	1	1	1	0	1545	2226	27	0.000000	Neen
