level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2106	1862	-1	
2	1	1	0	0	0	1730	773	214	49	-1	
3	1	1	1	0	0	1730	773	214	49	-1	
4	1	1	1	1	0	1730	773	214	49	-1	
5	1	1	1	1	1	1730	773	214	49	96.779167	CLIENT:
2	1	2	0	0	0	325	823	447	59	-1	
3	1	2	1	0	0	325	823	447	59	-1	
4	1	2	1	1	0	325	823	447	59	-1	
5	1	2	1	1	1	325	823	236	59	96.229210	PROJECT
5	1	2	1	1	2	583	824	155	46	89.496826	NAME
5	1	2	1	1	3	765	837	7	33	89.496826	:
2	1	3	0	0	0	315	909	757	61	-1	
3	1	3	1	0	0	315	909	757	61	-1	
4	1	3	1	1	0	315	909	757	61	-1	
5	1	3	1	1	1	315	909	239	61	92.520012	QOMOR
5	1	3	1	1	2	581	909	303	53	96.400307	BUSINESS
5	1	3	1	1	3	913	910	159	51	96.450401	PARK
2	1	4	0	0	0	1853	1080	253	48	-1	
3	1	4	1	0	0	1853	1080	253	48	-1	
4	1	4	1	1	0	1853	1080	253	48	-1	
5	1	4	1	1	1	1853	1080	253	48	94.818001	CONSUL
2	1	5	0	0	0	440	1109	30	49	-1	
3	1	5	1	0	0	440	1109	30	49	-1	
4	1	5	1	1	0	440	1109	30	49	-1	
5	1	5	1	1	1	440	1109	30	49	95.147255	0
2	1	6	0	0	0	650	1109	64	49	-1	
3	1	6	1	0	0	650	1109	64	49	-1	
4	1	6	1	1	0	650	1109	64	49	-1	
5	1	6	1	1	1	650	1109	64	49	96.954895	10
2	1	7	0	0	0	1126	1109	66	49	-1	
3	1	7	1	0	0	1126	1109	66	49	-1	
4	1	7	1	1	0	1126	1109	66	49	-1	
5	1	7	1	1	1	1126	1109	66	49	96.905769	30
2	1	8	0	0	0	1537	1109	177	49	-1	
3	1	8	1	0	0	1537	1109	177	49	-1	
4	1	8	1	1	0	1537	1109	177	49	-1	
5	1	8	1	1	1	1537	1109	177	49	96.430092	50mm
2	1	9	0	0	0	894	1109	66	49	-1	
3	1	9	1	0	0	894	1109	66	104	-1	
4	1	9	1	1	0	894	1109	66	49	-1	
5	1	9	1	1	1	894	1109	66	49	96.923035	20
2	1	10	0	0	0	1359	1109	67	49	-1	
3	1	10	1	0	0	1359	1109	67	104	-1	
4	1	10	1	1	0	1359	1109	67	49	-1	
5	1	10	1	1	1	1359	1109	67	49	96.961128	40
2	1	11	0	0	0	567	1280	1001	64	-1	
3	1	11	1	0	0	567	1280	1001	64	-1	
4	1	11	1	1	0	567	1280	1001	64	-1	
5	1	11	1	1	1	567	1282	165	47	95.569817	PRINT
5	1	11	1	1	2	755	1281	333	49	95.569817	REDUCTION
5	1	11	1	1	3	1117	1282	111	47	95.812347	BAR
5	1	11	1	1	4	1255	1280	5	64	95.812347	|
5	1	11	1	1	5	1287	1282	69	47	94.099312	Al
5	1	11	1	1	6	1383	1281	185	49	96.660507	SHEET
2	1	12	0	0	0	177	1447	1716	37	-1	
3	1	12	1	0	0	177	1447	1716	37	-1	
4	1	12	1	1	0	177	1447	1716	37	-1	
5	1	12	1	1	1	177	1447	251	37	77.629166	ALLJRIGHTS
5	1	12	1	1	2	448	1447	237	37	95.306129	RESERVED.
5	1	12	1	1	3	707	1447	60	37	96.182686	NO
5	1	12	1	1	4	787	1447	339	37	95.415268	REPRODUCTION
5	1	12	1	1	5	1147	1447	165	37	96.898705	UNLESS
5	1	12	1	1	6	1329	1447	192	36	96.774750	WRITTEN
5	1	12	1	1	7	1541	1447	207	37	96.699982	CONSENT
5	1	12	1	1	8	1764	1447	129	37	92.777763	GIVEN
