level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2226	1862	-1	
2	1	1	0	0	0	2132	284	94	70	-1	
3	1	1	1	0	0	2132	284	94	70	-1	
4	1	1	1	1	0	2132	284	94	70	-1	
5	1	1	1	1	1	2132	284	94	70	96.488655	ST
2	1	2	0	0	0	0	774	65	47	-1	
3	1	2	1	0	0	0	774	65	47	-1	
4	1	2	1	1	0	0	774	65	47	-1	
5	1	2	1	1	1	0	774	65	47	64.562286	NT
2	1	3	0	0	0	1843	778	87	36	-1	
3	1	3	1	0	0	1843	778	87	36	-1	
4	1	3	1	1	0	1843	778	87	36	-1	
5	1	3	1	1	1	1843	778	87	36	96.584343	Rev.
2	1	4	0	0	0	234	883	506	37	-1	
3	1	4	1	0	0	234	883	506	37	-1	
4	1	4	1	1	0	234	883	506	37	-1	
5	1	4	1	1	1	234	884	72	36	89.730034	hgidzm
5	1	4	1	1	2	315	883	74	37	19.678421	hguhlm
5	1	4	1	1	3	398	883	92	37	53.153435	gjuh,kdh]
5	1	4	1	1	4	499	883	151	37	88.330612	hgfkh\U+0621,
5	1	4	1	1	5	659	883	81	37	69.677696	hghs:hk
2	1	5	0	0	0	1708	837	518	87	-1	
3	1	5	1	0	0	1708	837	518	87	-1	
4	1	5	1	1	0	1708	837	518	87	-1	
5	1	5	1	1	1	1708	841	63	40	32.687119	I}dkM
5	1	5	1	1	2	1781	837	25	87	14.423691	TH
5	1	5	1	1	3	1827	837	52	87	9.442665	Hg
5	1	5	1	1	4	1907	837	146	87	0.000000	Hoss
5	1	5	1	1	5	2103	837	44	87	57.571442	do
5	1	5	1	1	6	2168	837	58	87	40.813446	ng
2	1	6	0	0	0	233	959	411	37	-1	
3	1	6	1	0	0	233	959	411	37	-1	
4	1	6	1	1	0	233	959	411	37	-1	
5	1	6	1	1	1	233	967	49	22	68.330040	av:m
5	1	6	1	1	2	290	959	22	29	91.084816	fD
5	1	6	1	1	3	320	961	24	28	89.509491	sD
5	1	6	1	1	4	353	959	23	33	59.970928	iL
5	1	6	1	1	5	382	959	48	37	71.984749	yhkL
5	1	6	1	1	6	437	959	71	37	73.962784	gj{hvM
5	1	6	1	1	7	517	959	39	37	0.000000	pd]
5	1	6	1	1	8	565	959	79	37	77.788460	hgjsadP
2	1	7	0	0	0	1708	927	295	87	-1	
3	1	7	1	0	0	1708	927	295	87	-1	
4	1	7	1	1	0	1708	927	295	87	-1	
5	1	7	1	1	1	1708	927	58	55	41.006489	kah""
5	1	7	1	1	2	1778	931	123	83	45.066978	ae
5	1	7	1	1	3	1908	931	39	40	9.449501	i
5	1	7	1	1	4	1997	932	6	38	56.880394	a
2	1	8	0	0	0	0	1080	388	48	-1	
3	1	8	1	0	0	0	1080	388	48	-1	
4	1	8	1	1	0	0	1080	388	48	-1	
5	1	8	1	1	1	0	1080	388	48	64.389595	-ONSULTANT:
2	1	9	0	0	0	1853	1065	49	36	-1	
3	1	9	1	0	0	1853	1065	49	36	-1	
4	1	9	1	1	0	1853	1065	49	36	-1	
5	1	9	1	1	1	1853	1065	49	36	96.780785	03
2	1	10	0	0	0	1853	1152	50	36	-1	
3	1	10	1	0	0	1853	1152	50	36	-1	
4	1	10	1	1	0	1853	1152	50	36	-1	
5	1	10	1	1	1	1853	1152	50	36	96.947502	04
2	1	11	0	0	0	1853	1239	49	37	-1	
3	1	11	1	0	0	1853	1239	49	37	-1	
4	1	11	1	1	0	1853	1239	49	37	-1	
5	1	11	1	1	1	1853	1239	49	37	95.900307	05
2	1	12	0	0	0	499	1280	359	17	-1	
3	1	12	1	0	0	499	1280	359	17	-1	
4	1	12	1	1	0	499	1280	359	17	-1	
5	1	12	1	1	1	499	1280	359	17	42.626472	C:\Users\eng-gi\OneDrive\Desktop\Picture2.jog
2	1	13	0	0	0	1073	1237	399	62	-1	
3	1	13	1	0	0	1073	1237	399	62	-1	
4	1	13	1	1	0	1073	1237	399	62	-1	
5	1	13	1	1	1	1073	1237	99	62	96.478348	OY
5	1	13	1	1	2	1200	1237	272	62	95.782738	STUDIO
2	1	14	0	0	0	1853	1327	49	36	-1	
3	1	14	1	0	0	1853	1327	49	36	-1	
4	1	14	1	1	0	1853	1327	49	36	-1	
5	1	14	1	1	1	1853	1327	49	36	96.923882	06
2	1	15	0	0	0	1853	1414	49	36	-1	
3	1	15	1	0	0	1853	1414	49	36	-1	
4	1	15	1	1	0	1853	1414	49	36	-1	
5	1	15	1	1	1	1853	1414	49	36	96.692642	07
