level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2110	1966	-1	
2	1	1	0	0	0	36	6	130	53	-1	
3	1	1	1	0	0	36	6	130	53	-1	
4	1	1	1	1	0	36	6	130	53	-1	
5	1	1	1	1	1	36	6	130	53	3.099022	ae
2	1	2	0	0	0	550	95	142	99	-1	
3	1	2	1	0	0	550	75	142	130	-1	
4	1	2	1	1	0	550	95	142	99	-1	
5	1	2	1	1	1	550	95	142	99	86.733299	240.00
2	1	3	0	0	0	931	106	97	99	-1	
3	1	3	1	0	0	931	106	97	99	-1	
4	1	3	1	1	0	931	106	97	99	-1	
5	1	3	1	1	1	931	106	97	99	50.647453	SS
2	1	4	0	0	0	0	1039	96	92	-1	
3	1	4	1	0	0	0	1039	96	92	-1	
4	1	4	1	1	0	0	1039	96	92	-1	
5	1	4	1	1	1	0	1039	96	92	40.308372	a
2	1	5	0	0	0	0	1162	103	36	-1	
3	1	5	1	0	0	0	1162	103	36	-1	
4	1	5	1	1	0	0	1162	103	36	-1	
5	1	5	1	1	1	0	1162	103	36	60.533821	)8.86
