level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2226	1966	-1	
2	1	1	0	0	0	1086	246	14	11	-1	
3	1	1	1	0	0	1086	246	14	11	-1	
4	1	1	1	1	0	1086	246	14	11	-1	
5	1	1	1	1	1	1086	246	14	11	69.277733	r
2	1	2	0	0	0	4	284	24	8	-1	
3	1	2	1	0	0	4	284	24	8	-1	
4	1	2	1	1	0	4	284	24	8	-1	
5	1	2	1	1	1	4	284	24	8	54.585373	ne
2	1	3	0	0	0	59	283	65	9	-1	
3	1	3	1	0	0	59	283	65	9	-1	
4	1	3	1	1	0	59	283	65	9	-1	
5	1	3	1	1	1	59	283	23	9	36.302704	vote
5	1	3	1	1	2	92	283	32	9	23.518707	dew
2	1	4	0	0	0	160	283	65	9	-1	
3	1	4	1	0	0	160	283	65	9	-1	
4	1	4	1	1	0	160	283	65	9	-1	
5	1	4	1	1	1	160	284	23	8	42.613235	eA
5	1	4	1	1	2	192	283	33	9	25.872055	108
2	1	5	0	0	0	263	283	65	9	-1	
3	1	5	1	0	0	263	283	65	9	-1	
4	1	5	1	1	0	263	283	65	9	-1	
5	1	5	1	1	1	263	283	23	9	0.000000	90a:
5	1	5	1	1	2	296	283	32	9	0.000000	75090
2	1	6	0	0	0	369	283	65	9	-1	
3	1	6	1	0	0	369	283	65	9	-1	
4	1	6	1	1	0	369	283	65	9	-1	
5	1	6	1	1	1	369	283	23	9	39.196655	soca
5	1	6	1	1	2	401	284	33	8	31.475113	tama
2	1	7	0	0	0	470	283	65	9	-1	
3	1	7	1	0	0	470	283	65	9	-1	
4	1	7	1	1	0	470	283	65	9	-1	
5	1	7	1	1	1	470	283	65	9	10.919540	reer’
2	1	8	0	0	0	577	284	53	8	-1	
3	1	8	1	0	0	577	284	53	8	-1	
4	1	8	1	1	0	577	284	53	8	-1	
5	1	8	1	1	1	577	284	10	8	45.634209	cA
5	1	8	1	1	2	597	284	33	8	29.338272	102
2	1	9	0	0	0	668	284	65	8	-1	
3	1	9	1	0	0	668	284	65	8	-1	
4	1	9	1	1	0	668	284	65	8	-1	
5	1	9	1	1	1	668	284	65	8	0.000000	weunne
2	1	10	0	0	0	781	283	65	9	-1	
3	1	10	1	0	0	781	283	65	9	-1	
4	1	10	1	1	0	781	283	65	9	-1	
5	1	10	1	1	1	781	283	65	9	0.000000	stacavone
2	1	11	0	0	0	911	197	64	78	-1	
3	1	11	1	0	0	911	197	64	78	-1	
4	1	11	1	1	0	911	197	64	78	-1	
5	1	11	1	1	1	911	197	64	78	92.526299	M
2	1	12	0	0	0	1098	284	66	8	-1	
3	1	12	1	0	0	1098	284	66	8	-1	
4	1	12	1	1	0	1098	284	66	8	-1	
5	1	12	1	1	1	1098	284	23	8	44.452206	ween
5	1	12	1	1	2	1131	284	33	8	8.717560	Teese
2	1	13	0	0	0	1201	283	65	9	-1	
3	1	13	1	0	0	1201	283	65	9	-1	
4	1	13	1	1	0	1201	283	65	9	-1	
5	1	13	1	1	1	1201	283	65	9	0.000000	sotasao0e
2	1	14	0	0	0	1314	284	71	8	-1	
3	1	14	1	0	0	1314	284	71	8	-1	
4	1	14	1	1	0	1314	284	71	8	-1	
5	1	14	1	1	1	1314	284	23	8	0.000000	eA
2	1	15	0	0	0	1451	284	56	8	-1	
3	1	15	1	0	0	1451	284	56	8	-1	
4	1	15	1	1	0	1451	284	56	8	-1	
5	1	15	1	1	1	1447	272	24	28	31.735107	pea:
5	1	15	1	1	2	1477	284	30	8	29.070351	08D
2	1	16	0	0	0	1620	284	70	8	-1	
3	1	16	1	0	0	1620	284	70	8	-1	
4	1	16	1	1	0	1620	284	70	8	-1	
5	1	16	1	1	1	1620	284	70	8	1.267456	novane
2	1	17	0	0	0	2195	284	31	8	-1	
3	1	17	1	0	0	2195	284	31	8	-1	
4	1	17	1	1	0	2195	284	31	8	-1	
5	1	17	1	1	1	2195	284	31	8	2.937462	“»»
2	1	18	0	0	0	1020	304	28	25	-1	
3	1	18	1	0	0	1020	304	28	25	-1	
4	1	18	1	1	0	1020	304	28	25	-1	
5	1	18	1	1	1	1020	304	28	25	50.094231	Vv
2	1	19	0	0	0	3	373	14	23	-1	
3	1	19	1	0	0	3	373	14	23	-1	
4	1	19	1	1	0	3	373	14	23	-1	
5	1	19	1	1	1	3	373	14	23	96.178879	9
2	1	20	0	0	0	68	373	47	22	-1	
3	1	20	1	0	0	68	373	47	22	-1	
4	1	20	1	1	0	68	373	47	22	-1	
5	1	20	1	1	1	68	373	47	22	95.426613	020
2	1	21	0	0	0	172	373	46	22	-1	
3	1	21	1	0	0	172	373	46	22	-1	
4	1	21	1	1	0	172	373	46	22	-1	
5	1	21	1	1	1	172	373	46	22	96.615486	021
2	1	22	0	0	0	274	373	46	22	-1	
3	1	22	1	0	0	274	373	46	22	-1	
4	1	22	1	1	0	274	373	46	22	-1	
5	1	22	1	1	1	274	373	46	22	96.030556	022
2	1	23	0	0	0	378	373	46	23	-1	
3	1	23	1	0	0	378	373	46	23	-1	
4	1	23	1	1	0	378	373	46	23	-1	
5	1	23	1	1	1	378	373	46	23	96.026161	023
2	1	24	0	0	0	485	373	133	23	-1	
3	1	24	1	0	0	485	373	133	23	-1	
4	1	24	1	1	0	485	373	133	23	-1	
5	1	24	1	1	1	485	373	47	22	96.462761	024
5	1	24	1	1	2	541	355	15	45	12.557556	|
5	1	24	1	1	3	572	373	46	23	82.545036	025
2	1	25	0	0	0	679	373	47	23	-1	
3	1	25	1	0	0	679	373	47	23	-1	
4	1	25	1	1	0	679	373	47	23	-1	
5	1	25	1	1	1	679	373	47	23	96.143753	026
2	1	26	0	0	0	786	329	476	102	-1	
3	1	26	1	0	0	786	329	476	102	-1	
4	1	26	1	1	0	786	329	476	102	-1	
5	1	26	1	1	1	786	373	45	22	0.000000	.
5	1	26	1	1	2	870	329	187	102	0.208237	scsi
5	1	26	1	1	3	1109	373	47	23	92.342255	028
5	1	26	1	1	4	1173	356	26	51	62.968716	|}
5	1	26	1	1	5	1215	373	47	23	96.534096	029
2	1	27	0	0	0	1318	373	47	23	-1	
3	1	27	1	0	0	1318	373	47	23	-1	
4	1	27	1	1	0	1318	373	47	23	-1	
5	1	27	1	1	1	1318	373	47	23	96.215996	030
2	1	28	0	0	0	1452	373	46	23	-1	
3	1	28	1	0	0	1452	373	46	23	-1	
4	1	28	1	1	0	1452	373	46	23	-1	
5	1	28	1	1	1	1452	373	46	23	96.776016	031
2	1	29	0	0	0	1200	416	66	8	-1	
3	1	29	1	0	0	1200	416	66	8	-1	
4	1	29	1	1	0	1200	416	66	8	-1	
5	1	29	1	1	1	1200	417	23	7	61.476475	wea
5	1	29	1	1	2	1233	416	33	8	6.104210	neo
2	1	30	0	0	0	1593	390	45	23	-1	
3	1	30	1	0	0	1593	390	45	23	-1	
4	1	30	1	1	0	1593	390	45	23	-1	
5	1	30	1	1	1	1593	390	45	23	96.080154	032
2	1	31	0	0	0	879	409	7	31	-1	
3	1	31	1	0	0	879	409	7	31	-1	
4	1	31	1	1	0	879	409	7	31	-1	
5	1	31	1	1	1	879	409	7	31	45.607063	l
2	1	32	0	0	0	971	435	80	11	-1	
3	1	32	1	0	0	971	435	80	11	-1	
4	1	32	1	1	0	971	435	80	11	-1	
5	1	32	1	1	1	971	435	80	11	0.000000	COMNEROAL
2	1	33	0	0	0	1099	419	71	9	-1	
3	1	33	1	0	0	1099	419	71	9	-1	
4	1	33	1	1	0	1099	419	71	9	-1	
5	1	33	1	1	1	1099	419	71	9	31.311783	poutine
2	1	34	0	0	0	1889	377	131	55	-1	
3	1	34	1	0	0	1889	377	131	55	-1	
4	1	34	1	1	0	1889	377	131	55	-1	
5	1	34	1	1	1	1889	377	131	55	5.283928	ee
2	1	35	0	0	0	981	456	62	11	-1	
3	1	35	1	0	0	981	456	62	11	-1	
4	1	35	1	1	0	981	456	62	11	-1	
5	1	35	1	1	1	981	456	62	11	93.838463	ENTRANCE
2	1	36	0	0	0	162	496	66	8	-1	
3	1	36	1	0	0	162	496	66	8	-1	
4	1	36	1	1	0	162	496	66	8	-1	
5	1	36	1	1	1	158	484	24	28	32.559021	wasn
5	1	36	1	1	2	190	484	22	28	32.831490	2006
5	1	36	1	1	3	216	496	12	8	44.513489	02
2	1	37	0	0	0	262	496	70	8	-1	
3	1	37	1	0	0	262	496	70	8	-1	
4	1	37	1	1	0	262	496	70	8	-1	
5	1	37	1	1	1	262	496	70	8	46.535511	manne
2	1	38	0	0	0	366	496	70	8	-1	
3	1	38	1	0	0	366	496	70	8	-1	
4	1	38	1	1	0	366	496	70	8	-1	
5	1	38	1	1	1	362	478	33	30	21.472252	boca.
5	1	38	1	1	2	399	478	37	30	0.000000	yooome
2	1	39	0	0	0	467	496	164	8	-1	
3	1	39	1	0	0	467	496	164	8	-1	
4	1	39	1	1	0	467	496	164	8	-1	
5	1	39	1	1	1	467	496	23	7	35.709480	main
5	1	39	1	1	2	505	496	33	8	13.614761	2106.02
5	1	39	1	1	3	592	496	39	8	18.209091	ss
