level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2226	1966	-1	
2	1	1	0	0	0	1666	0	560	99	-1	
3	1	1	1	0	0	1666	0	560	99	-1	
4	1	1	1	1	0	1666	0	560	99	-1	
5	1	1	1	1	1	1666	0	560	99	0.066208	VAVAVAVATAVATATAVATAY
2	1	2	0	0	0	177	283	71	9	-1	
3	1	2	1	0	0	177	283	71	9	-1	
4	1	2	1	1	0	177	283	71	9	-1	
5	1	2	1	1	1	177	283	71	9	20.916351	BORD
2	1	3	0	0	0	506	283	66	9	-1	
3	1	3	1	0	0	506	283	66	9	-1	
4	1	3	1	1	0	506	283	66	9	-1	
5	1	3	1	1	1	506	284	23	8	25.806839	WA
5	1	3	1	1	2	539	273	17	28	36.877731	006
5	1	3	1	1	3	562	283	10	9	51.643520	2
2	1	4	0	0	0	612	283	66	9	-1	
3	1	4	1	0	0	612	283	66	9	-1	
4	1	4	1	1	0	612	283	66	9	-1	
5	1	4	1	1	1	612	273	22	28	33.428658	eA
5	1	4	1	1	2	644	273	34	28	14.407768	000
2	1	5	0	0	0	717	283	65	9	-1	
3	1	5	1	0	0	717	283	65	9	-1	
4	1	5	1	1	0	717	283	65	9	-1	
5	1	5	1	1	1	717	283	23	9	19.681740	Be
5	1	5	1	1	2	750	284	32	8	0.000000	une
2	1	6	0	0	0	1034	283	66	9	-1	
3	1	6	1	0	0	1034	283	66	9	-1	
4	1	6	1	1	0	1034	283	66	9	-1	
5	1	6	1	1	1	1034	284	23	8	29.195328	WA
5	1	6	1	1	2	1066	283	34	9	23.331398	0002
2	1	7	0	0	0	1142	284	65	8	-1	
3	1	7	1	0	0	1142	284	65	8	-1	
4	1	7	1	1	0	1142	284	65	8	-1	
5	1	7	1	1	1	1142	273	24	28	29.909454	eA
5	1	7	1	1	2	1175	273	32	28	48.266800	00000
2	1	8	0	0	0	1252	284	50	8	-1	
3	1	8	1	0	0	1252	284	50	8	-1	
4	1	8	1	1	0	1252	284	50	8	-1	
5	1	8	1	1	1	1248	273	28	28	36.921036	WEA
5	1	8	1	1	2	1285	273	22	28	43.641697	006)
2	1	9	0	0	0	1355	283	66	9	-1	
3	1	9	1	0	0	1355	283	66	9	-1	
4	1	9	1	1	0	1355	283	66	9	-1	
5	1	9	1	1	1	1355	284	23	8	7.017296	ica:
5	1	9	1	1	2	1388	283	33	9	45.824108	980M
2	1	10	0	0	0	1465	283	65	9	-1	
3	1	10	1	0	0	1465	283	65	9	-1	
4	1	10	1	1	0	1465	283	65	9	-1	
5	1	10	1	1	1	1465	283	65	9	22.533562	pune
2	1	11	0	0	0	1777	283	65	9	-1	
3	1	11	1	0	0	1777	283	65	9	-1	
4	1	11	1	1	0	1777	283	65	9	-1	
5	1	11	1	1	1	1773	273	28	28	22.291168	sta
5	1	11	1	1	2	1810	273	32	28	0.000000	700m
2	1	12	0	0	0	1881	283	66	9	-1	
3	1	12	1	0	0	1881	283	66	9	-1	
4	1	12	1	1	0	1881	283	66	9	-1	
5	1	12	1	1	1	1881	273	24	28	38.582161	eA
5	1	12	1	1	2	1916	273	31	28	45.194893	082
2	1	13	0	0	0	1991	283	65	9	-1	
3	1	13	1	0	0	1991	283	65	9	-1	
4	1	13	1	1	0	1991	283	65	9	-1	
5	1	13	1	1	1	1991	283	23	9	23.365601	wea
5	1	13	1	1	2	2023	283	33	9	0.000000	anon
2	1	14	0	0	0	625	361	47	22	-1	
3	1	14	1	0	0	625	361	47	22	-1	
4	1	14	1	1	0	625	361	47	22	-1	
5	1	14	1	1	1	625	361	47	22	95.888718	018
2	1	15	0	0	0	734	365	47	23	-1	
3	1	15	1	0	0	734	365	47	23	-1	
4	1	15	1	1	0	734	365	47	23	-1	
5	1	15	1	1	1	734	365	47	23	96.081406	019
2	1	16	0	0	0	833	358	135	31	-1	
3	1	16	1	0	0	833	358	135	31	-1	
4	1	16	1	1	0	833	358	135	31	-1	
5	1	16	1	1	1	833	363	55	26	27.759872	Phy
5	1	16	1	1	2	909	358	59	31	31.792122	2
2	1	17	0	0	0	0	384	35	24	-1	
3	1	17	1	0	0	0	384	35	24	-1	
4	1	17	1	1	0	0	384	35	24	-1	
5	1	17	1	1	1	0	384	35	24	58.764896	2.10
2	1	18	0	0	0	255	391	46	22	-1	
3	1	18	1	0	0	255	391	46	22	-1	
4	1	18	1	1	0	255	391	46	22	-1	
5	1	18	1	1	1	255	391	46	22	90.058105	015
2	1	19	0	0	0	417	390	47	22	-1	
3	1	19	1	0	0	417	390	47	22	-1	
4	1	19	1	1	0	417	390	47	22	-1	
5	1	19	1	1	1	417	390	47	22	96.691422	016
2	1	20	0	0	0	524	390	46	23	-1	
3	1	20	1	0	0	524	390	46	23	-1	
4	1	20	1	1	0	524	390	46	23	-1	
5	1	20	1	1	1	524	390	46	23	96.748360	017
2	1	21	0	0	0	672	408	101	8	-1	
3	1	21	1	0	0	672	408	101	8	-1	
4	1	21	1	1	0	672	408	101	8	-1	
5	1	21	1	1	1	672	397	24	28	31.597000	oe
5	1	21	1	1	2	703	397	5	28	78.303879	|
5	1	21	1	1	3	718	408	55	8	30.908447	eee)
2	1	22	0	0	0	1047	390	47	22	-1	
3	1	22	1	0	0	1047	390	47	22	-1	
4	1	22	1	1	0	1047	390	47	22	-1	
5	1	22	1	1	1	1047	390	47	22	96.877159	020
2	1	23	0	0	0	1160	390	46	23	-1	
3	1	23	1	0	0	1160	390	46	23	-1	
4	1	23	1	1	0	1160	390	46	23	-1	
5	1	23	1	1	1	1160	390	46	23	96.458565	021
2	1	24	0	0	0	1265	390	45	22	-1	
3	1	24	1	0	0	1265	390	45	22	-1	
4	1	24	1	1	0	1265	390	45	22	-1	
5	1	24	1	1	1	1265	390	45	22	96.876480	022
2	1	25	0	0	0	1371	390	47	23	-1	
3	1	25	1	0	0	1371	390	47	23	-1	
4	1	25	1	1	0	1371	390	47	23	-1	
5	1	25	1	1	1	1371	390	47	23	96.662254	023
2	1	26	0	0	0	1483	390	47	22	-1	
3	1	26	1	0	0	1483	390	47	22	-1	
4	1	26	1	1	0	1483	390	47	22	-1	
5	1	26	1	1	1	1483	390	47	22	96.892517	024
2	1	27	0	0	0	1591	390	47	23	-1	
3	1	27	1	0	0	1591	390	47	23	-1	
4	1	27	1	1	0	1591	390	47	23	-1	
5	1	27	1	1	1	1591	390	47	23	95.822807	025
2	1	28	0	0	0	1692	390	46	22	-1	
3	1	28	1	0	0	1692	390	46	22	-1	
4	1	28	1	1	0	1692	390	46	22	-1	
5	1	28	1	1	1	1692	390	46	22	96.594810	026
2	1	29	0	0	0	1788	390	46	22	-1	
3	1	29	1	0	0	1788	390	46	22	-1	
4	1	29	1	1	0	1788	390	46	22	-1	
5	1	29	1	1	1	1788	390	46	22	96.931656	027
2	1	30	0	0	0	1900	390	46	23	-1	
3	1	30	1	0	0	1900	390	46	23	-1	
4	1	30	1	1	0	1900	390	46	23	-1	
5	1	30	1	1	1	1900	390	46	23	96.902138	028
2	1	31	0	0	0	1999	390	46	23	-1	
3	1	31	1	0	0	1999	390	46	23	-1	
4	1	31	1	1	0	1999	390	46	23	-1	
5	1	31	1	1	1	1999	390	46	23	96.409950	029
2	1	32	0	0	0	2136	390	47	23	-1	
3	1	32	1	0	0	2136	390	47	23	-1	
4	1	32	1	1	0	2136	390	47	23	-1	
5	1	32	1	1	1	2136	390	47	23	96.787094	030
2	1	33	0	0	0	827	435	81	11	-1	
3	1	33	1	0	0	827	435	81	11	-1	
4	1	33	1	1	0	827	435	81	11	-1	
5	1	33	1	1	1	827	435	81	11	65.334930	COMMEROAL
2	1	34	0	0	0	834	456	62	11	-1	
3	1	34	1	0	0	834	456	62	11	-1	
4	1	34	1	1	0	834	456	62	11	-1	
5	1	34	1	1	1	834	456	62	11	90.186974	ENTRANCE
2	1	35	0	0	0	948	406	24	35	-1	
3	1	35	1	0	0	948	406	24	35	-1	
4	1	35	1	1	0	948	406	24	35	-1	
5	1	35	1	1	1	948	406	24	35	60.317394	>
2	1	36	0	0	0	2069	438	19	24	-1	
3	1	36	1	0	0	2069	438	19	24	-1	
4	1	36	1	1	0	2069	438	19	24	-1	
5	1	36	1	1	1	2069	438	19	24	59.955788	|
2	1	37	0	0	0	229	485	23	7	-1	
3	1	37	1	0	0	229	485	23	7	-1	
4	1	37	1	1	0	229	485	23	7	-1	
5	1	37	1	1	1	229	485	23	7	22.567841	coy
2	1	38	0	0	0	273	485	10	7	-1	
3	1	38	1	0	0	273	485	10	7	-1	
4	1	38	1	1	0	273	485	10	7	-1	
5	1	38	1	1	1	273	485	10	7	30.180313	ee
2	1	39	0	0	0	398	483	70	9	-1	
3	1	39	1	0	0	398	483	70	9	-1	
4	1	39	1	1	0	398	483	70	9	-1	
5	1	39	1	1	1	398	483	70	9	0.000000	foca
5	1	39	1	1	2	431	473	8	28	42.662659	20
5	1	39	1	1	3	445	473	8	28	42.662659	89
5	1	39	1	1	4	461	473	10	28	52.197300	2
2	1	40	0	0	0	505	483	71	9	-1	
3	1	40	1	0	0	505	483	71	9	-1	
4	1	40	1	1	0	505	483	71	9	-1	
5	1	40	1	1	1	505	483	23	9	22.302444	ARCA
5	1	40	1	1	2	537	483	39	9	22.488457	30202
2	1	41	0	0	0	1036	496	70	8	-1	
3	1	41	1	0	0	1036	496	70	8	-1	
4	1	41	1	1	0	1036	496	70	8	-1	
5	1	41	1	1	1	1032	485	28	28	5.459480	Wea
5	1	41	1	1	2	1069	485	37	28	36.811352	280080
2	1	42	0	0	0	1142	496	66	8	-1	
3	1	42	1	0	0	1142	496	66	8	-1	
4	1	42	1	1	0	1142	496	66	8	-1	
5	1	42	1	1	1	1142	497	23	7	23.200104	wh
5	1	42	1	1	2	1177	485	31	28	39.975121	000M
2	1	43	0	0	0	1249	496	65	8	-1	
3	1	43	1	0	0	1249	496	65	8	-1	
4	1	43	1	1	0	1249	496	65	8	-1	
5	1	43	1	1	1	1249	496	23	7	18.835632	win
5	1	43	1	1	2	1281	496	33	8	12.981796	00
2	1	44	0	0	0	1357	496	65	8	-1	
3	1	44	1	0	0	1357	496	65	8	-1	
4	1	44	1	1	0	1357	496	65	8	-1	
5	1	44	1	1	1	1357	497	23	6	26.303719	waa
5	1	44	1	1	2	1393	496	29	8	25.746666	3808
2	1	45	0	0	0	1574	496	255	8	-1	
3	1	45	1	0	0	1574	496	255	8	-1	
4	1	45	1	1	0	1574	496	255	8	-1	
5	1	45	1	1	1	1574	497	15	7	46.237926	wen
5	1	45	1	1	2	1619	496	25	8	0.000000	visoma
5	1	45	1	1	3	1656	485	12	28	37.314930	[I
5	1	45	1	1	4	1677	485	21	28	31.301811	rsa
5	1	45	1	1	5	1707	485	36	28	0.000000	oncom
5	1	45	1	1	6	1754	485	15	28	38.112980	|]
5	1	45	1	1	7	1775	485	24	28	50.738533	masa
5	1	45	1	1	8	1805	485	24	28	31.457893	rece
2	1	46	0	0	0	1880	496	55	8	-1	
3	1	46	1	0	0	1880	496	55	8	-1	
4	1	46	1	1	0	1880	496	55	8	-1	
5	1	46	1	1	1	1880	497	23	6	33.504845	wn
5	1	46	1	1	2	1925	496	10	8	43.276630	ee
2	1	47	0	0	0	1983	496	55	8	-1	
3	1	47	1	0	0	1983	496	55	8	-1	
4	1	47	1	1	0	1983	496	55	8	-1	
5	1	47	1	1	1	1983	496	23	7	40.416466	win
5	1	47	1	1	2	2028	496	10	8	46.490192	1.00
2	1	48	0	0	0	2137	496	71	8	-1	
3	1	48	1	0	0	2137	496	71	8	-1	
4	1	48	1	1	0	2137	496	71	8	-1	
5	1	48	1	1	1	2137	497	23	7	18.876740	ia
5	1	48	1	1	2	2176	496	32	8	23.562492	89000
2	1	49	0	0	0	912	518	72	16	-1	
3	1	49	1	0	0	912	518	72	16	-1	
4	1	49	1	1	0	912	518	72	16	-1	
5	1	49	1	1	1	912	518	72	16	47.718716	[a
2	1	50	0	0	0	948	470	23	35	-1	
3	1	50	1	0	0	948	470	23	35	-1	
4	1	50	1	1	0	948	470	23	35	-1	
5	1	50	1	1	1	948	470	23	35	33.376038	Pp
2	1	51	0	0	0	924	539	55	17	-1	
3	1	51	1	0	0	924	539	55	17	-1	
4	1	51	1	1	0	924	539	55	17	-1	
5	1	51	1	1	1	924	539	18	17	0.000000	Sy
5	1	51	1	1	2	950	543	29	12	0.000000	BLeC.
2	1	52	0	0	0	1834	703	20	56	-1	
3	1	52	1	0	0	1834	703	20	56	-1	
4	1	52	1	1	0	1834	703	20	56	-1	
5	1	52	1	1	1	1834	703	20	56	8.405792	X
2	1	53	0	0	0	1397	776	67	8	-1	
3	1	53	1	0	0	1397	776	67	8	-1	
4	1	53	1	1	0	1397	776	67	8	-1	
5	1	53	1	1	1	1397	765	22	28	38.353558	ie
5	1	53	1	1	2	1428	765	36	28	0.000000	Rio
2	1	54	0	0	0	235	803	71	9	-1	
3	1	54	1	0	0	235	803	71	9	-1	
4	1	54	1	1	0	235	803	71	9	-1	
5	1	54	1	1	1	235	803	23	9	25.735474	ee
5	1	54	1	1	2	267	803	39	9	14.111824	890"
2	1	55	0	0	0	402	809	172	7	-1	
3	1	55	1	0	0	402	809	172	7	-1	
4	1	55	1	1	0	402	809	172	7	-1	
5	1	55	1	1	1	402	809	172	7	0.000000	aressrseve
5	1	55	1	1	2	482	797	14	28	32.676613	|]
5	1	55	1	1	3	503	809	71	7	0.000000	wenn
2	1	56	0	0	0	611	808	10	7	-1	
3	1	56	1	0	0	611	808	10	7	-1	
4	1	56	1	1	0	611	808	10	7	-1	
