level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2226	1966	-1	
2	1	1	0	0	0	23	0	55	44	-1	
3	1	1	1	0	0	23	0	55	44	-1	
4	1	1	1	1	0	23	0	55	44	-1	
5	1	1	1	1	1	23	0	55	44	71.496201	Vv
2	1	2	0	0	0	0	53	90	17	-1	
3	1	2	1	0	0	0	53	90	17	-1	
4	1	2	1	1	0	0	53	90	17	-1	
5	1	2	1	1	1	0	53	24	17	33.445091	UP
5	1	2	1	1	2	31	53	59	17	33.445091	TOFR
2	1	3	0	0	0	182	53	125	17	-1	
3	1	3	1	0	0	182	53	125	17	-1	
4	1	3	1	1	0	182	53	125	17	-1	
5	1	3	1	1	1	182	53	28	17	93.324371	DN
5	1	3	1	1	2	219	53	56	17	94.775795	FROM
5	1	3	1	1	3	283	53	24	17	94.775795	FR
2	1	4	0	0	0	373	37	40	41	-1	
3	1	4	1	0	0	373	37	40	41	-1	
4	1	4	1	1	0	373	37	40	41	-1	
5	1	4	1	1	1	373	37	40	41	29.014084	(
2	1	5	0	0	0	505	103	23	7	-1	
3	1	5	1	0	0	505	103	23	7	-1	
4	1	5	1	1	0	505	103	23	7	-1	
5	1	5	1	1	1	505	103	23	7	57.423965	sce
2	1	6	0	0	0	824	103	26	8	-1	
3	1	6	1	0	0	824	103	26	8	-1	
4	1	6	1	1	0	824	103	26	8	-1	
5	1	6	1	1	1	824	103	26	8	80.875023	come
2	1	7	0	0	0	1581	103	85	8	-1	
3	1	7	1	0	0	1581	103	85	8	-1	
4	1	7	1	1	0	1581	103	85	8	-1	
5	1	7	1	1	1	1581	103	39	8	5.830147	rroome
5	1	7	1	1	2	1630	92	8	28	86.943604	|
5	1	7	1	1	3	1644	103	22	7	32.659584	apex
2	1	8	0	0	0	1890	103	26	8	-1	
3	1	8	1	0	0	1890	103	26	8	-1	
4	1	8	1	1	0	1890	103	26	8	-1	
5	1	8	1	1	1	1890	103	26	8	58.817863	come
2	1	9	0	0	0	2170	103	10	7	-1	
3	1	9	1	0	0	2170	103	10	7	-1	
4	1	9	1	1	0	2170	103	10	7	-1	
5	1	9	1	1	1	2170	103	10	7	8.087494	PS
2	1	10	0	0	0	533	220	47	22	-1	
3	1	10	1	0	0	533	220	47	22	-1	
4	1	10	1	1	0	533	220	47	22	-1	
5	1	10	1	1	1	533	220	47	22	96.654060	001
2	1	11	0	0	0	688	220	46	22	-1	
3	1	11	1	0	0	688	220	46	22	-1	
4	1	11	1	1	0	688	220	46	22	-1	
5	1	11	1	1	1	688	220	46	22	96.896339	002
